Area Code,Year,suicide_rates,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,processing,productivity,road_casualties,ofsted,infant_mortality,childhood_tooth_decay,gp_access,dental_access,mean_happiness_binary,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,no_rainy_days,inflation,previous_period_happiness_change,Year_no_outliers,suicide_rates_no_outliers,crimes_no_outliers,population_no_outliers,population_density_no_outliers,unemployment_no_outliers,mean_income_support_no_outliers,n_is_claimants_no_outliers,house_sales_no_outliers,bankruptcy_no_outliers,processing_no_outliers,productivity_no_outliers,road_casualties_no_outliers,ofsted_no_outliers,infant_mortality_no_outliers,childhood_tooth_decay_no_outliers,gp_access_no_outliers,dental_access_no_outliers,Core City_no_outliers,Other City_no_outliers,Large Town_no_outliers,Medium Town_no_outliers,Small Town_no_outliers,Village or smaller_no_outliers,gardens_perc_no_outliers,income_support_rate_no_outliers,house_sales_pp_no_outliers,bankruptcy_pp_no_outliers,no_rainy_days_no_outliers,inflation_no_outliers,previous_period_happiness_change_no_outliers
E06000049,0.0,-9.0,-3.3156826503626107,1647.0,1.4120882470274978,0.0999999999999996,-2.930000000000007,-1380.0,266.0,-11.0,,0.9200000000000016,,0.062200956937799,0.0006584656785903,61.6,,,0.0,0.0,0.0,19.443050743970584,32.78302074622705,25.356322754483067,22.41760575531929,0.907,-0.8378870673952641,0.1615057680631451,-0.0066788099574984,15.700000000000015,-1.28287765,,,-9.0,-3.3156826503626107,1647.0,1.4120882470274978,0.0999999999999996,-2.930000000000007,-1380.0,266.0,-11.0,,0.9200000000000016,,0.062200956937799,0.0006584656785903,61.6,,,,,19.443050743970584,32.78302074622705,25.356322754483067,22.41760575531929,0.907,-0.8378870673952641,0.1615057680631451,-0.0066788099574984,15.700000000000015,,
E06000050,0.0,6.0,-2.705283863494003,698.0,0.7586810558100865,0.2999999999999998,-2.980000000000004,-1779.0,290.0,-29.0,,-0.9000000000000057,,0.2124999999999999,-0.0015652010793495,-37.1,,,1.0,0.0,0.0,42.80386081982841,22.90127502383222,7.27776453765491,27.01709961868446,0.915,-2.548710601719198,0.4154727793696275,-0.0415472779369627,15.700000000000015,-1.28287765,,,6.0,-2.705283863494003,698.0,0.7586810558100865,0.2999999999999998,-2.980000000000004,-1779.0,290.0,-29.0,,-0.9000000000000057,,0.2124999999999999,-0.0015652010793495,-37.1,,,,,42.80386081982841,22.90127502383222,7.27776453765491,27.01709961868446,0.915,-2.548710601719198,0.4154727793696275,-0.0415472779369627,15.700000000000015,,
E06000006,0.0,-2.0,-5.076596649561878,59.0,0.7460431263505143,0.1422780699999997,-4.109999999999999,-1196.0,23.0,-27.0,,-2.530000000000016,,1.0,-0.0013765453081533,62.30000000000001,,,0.0,0.0,0.0,97.02055900963728,0.0,0.0,2.979440990362718,0.943,-20.271186440677965,0.3898305084745763,-0.4576271186440678,15.700000000000015,-1.28287765,,,-2.0,-5.076596649561878,59.0,0.7460431263505143,0.1422780699999997,-4.109999999999999,-1196.0,23.0,-27.0,,-2.530000000000016,,1.0,-0.0013765453081533,62.30000000000001,,,,,97.02055900963728,,,2.979440990362718,0.943,-20.271186440677965,0.3898305084745763,-0.4576271186440678,15.700000000000015,,
E06000007,0.0,0.0,-0.3926602945522006,1086.0,6.012360216777097,-0.3337878000000005,-2.4099999999999966,-1091.0,-28.0,-96.0,,-0.0999999999999943,,0.675,-0.0001814645703028,-17.900000000000006,,,1.0,0.0,0.0,81.92079843301774,0.0,5.743047474007346,12.33615409297492,0.926,-1.0046040515653776,-0.0257826887661141,-0.0883977900552486,15.700000000000015,-1.28287765,,,0.0,-0.3926602945522006,1086.0,6.012360216777097,-0.3337878000000005,-2.4099999999999966,-1091.0,-28.0,-96.0,,-0.0999999999999943,,0.675,-0.0001814645703028,-17.900000000000006,,,,,81.92079843301774,,5.743047474007346,12.33615409297492,0.926,-1.0046040515653776,-0.0257826887661141,-0.0883977900552486,15.700000000000015,,
E07000026,0.0,-3.0,-7.699911381406807,-175.0,-0.1408852553195032,-0.5314926300000016,-5.5,-513.0,-28.0,9.0,,-0.0300000000000011,,,3.391593370565514e-06,-58.5,,,0.0,0.0,0.0,0.0,0.0,42.290317257312594,57.709682742687406,0.916,2.9314285714285715,0.16,-0.0514285714285714,15.700000000000015,-1.28287765,,,-3.0,-7.699911381406807,-175.0,-0.1408852553195032,-0.5314926300000016,-5.5,-513.0,-28.0,9.0,,-0.0300000000000011,,,3.391593370565514e-06,-58.5,,,,,,,42.290317257312594,57.709682742687406,0.916,2.9314285714285715,0.16,-0.0514285714285714,15.700000000000015,,
E07000027,0.0,0.0,2.454534349977898,-585.0,-7.509907300785244,-0.4656080500000019,-3.6799999999999926,-674.0,9.0,-4.0,,1.6700000000000017,,,-0.0002764752720516,-171.5999999999999,,,0.0,0.0,0.0,0.0,66.28540871347722,25.843347543857043,7.871243742665736,0.938,1.152136752136752,-0.0153846153846153,0.0068376068376068,15.700000000000015,-1.28287765,,,0.0,2.454534349977898,-585.0,-7.509907300785244,-0.4656080500000019,-3.6799999999999926,-674.0,9.0,-4.0,,1.6700000000000017,,,-0.0002764752720516,-171.5999999999999,,,,,,66.28540871347722,25.843347543857043,7.871243742665736,0.938,1.152136752136752,-0.0153846153846153,0.0068376068376068,15.700000000000015,,
E07000028,0.0,-5.0,-9.617967696566936,450.0,0.433400751227964,-0.5695649000000005,-3.980000000000004,-679.0,53.0,-13.0,,-2.1099999999999994,,,-0.0005434714708711,,,,0.0,0.0,0.0,69.55049857484157,0.0,0.0,30.449501425158427,0.934,-1.508888888888889,0.1177777777777777,-0.0288888888888888,15.700000000000015,-1.28287765,,,-5.0,-9.617967696566936,450.0,0.433400751227964,-0.5695649000000005,-3.980000000000004,-679.0,53.0,-13.0,,-2.1099999999999994,,,-0.0005434714708711,,,,,,69.55049857484157,,,30.449501425158427,0.934,-1.508888888888889,0.1177777777777777,-0.0288888888888888,15.700000000000015,,
E07000029,0.0,4.0,-4.586198110922076,-318.0,-0.4345688892132244,-0.5113850700000002,-2.4599999999999937,-546.0,28.0,2.0,,-2.4200000000000017,,,0.0024343264223628,-25.5,,,0.0,0.0,0.0,0.0,0.0,34.2043372242342,65.79566277576579,0.926,1.7169811320754718,-0.0880503144654088,-0.0062893081761006,15.700000000000015,-1.28287765,,,4.0,-4.586198110922076,-318.0,-0.4345688892132244,-0.5113850700000002,-2.4599999999999937,-546.0,28.0,2.0,,-2.4200000000000017,,,0.0024343264223628,-25.5,,,,,,,34.2043372242342,65.79566277576579,0.926,1.7169811320754718,-0.0880503144654088,-0.0062893081761006,15.700000000000015,,
E07000030,0.0,3.0,-4.4304705581778485,185.0,0.0863529199026267,-0.6663448700000001,-3.7099999999999937,-115.0,38.0,-13.0,,1.230000000000004,,,-0.0047798100822127,,,,0.0,0.0,0.0,0.0,0.0,29.233078135982822,70.76692186401718,0.879,-0.6216216216216216,0.2054054054054054,-0.0702702702702702,15.700000000000015,-1.28287765,,,3.0,-4.4304705581778485,185.0,0.0863529199026267,-0.6663448700000001,-3.7099999999999937,-115.0,38.0,-13.0,,1.230000000000004,,,-0.0047798100822127,,,,,,,,29.233078135982822,70.76692186401718,0.879,-0.6216216216216216,0.2054054054054054,-0.0702702702702702,15.700000000000015,,
E07000031,0.0,10.0,-5.467936781697127,-169.0,-0.1100645355914764,-0.2949438799999999,-3.899999999999992,-299.0,-20.0,-7.0,,-1.3599999999999994,,,0.0001955351422414,152.0,,,1.0,0.0,0.0,0.0,28.048686019714548,10.94467145651374,61.00664252377172,0.852,1.7692307692307692,0.1183431952662721,0.0414201183431952,15.700000000000015,-1.28287765,,,10.0,-5.467936781697127,-169.0,-0.1100645355914764,-0.2949438799999999,-3.899999999999992,-299.0,-20.0,-7.0,,-1.3599999999999994,,,0.0001955351422414,152.0,,,,,,28.048686019714548,10.94467145651374,61.00664252377172,0.852,1.7692307692307692,0.1183431952662721,0.0414201183431952,15.700000000000015,,
E08000001,0.0,-17.0,-9.142940781988273,1788.0,12.79040404943612,0.3818428300000018,-3.620000000000005,-2425.0,74.0,-39.0,,0.1400000000000005,,0.2878787878787878,0.001379735320872,-317.9000000000001,,,0.0,0.0,62.23478091941437,0.14481747699698,10.892746763682602,23.34881585221553,3.3788389876905147,0.914,-1.3562639821029083,0.0413870246085011,-0.0218120805369127,15.700000000000015,-1.28287765,,,-17.0,-9.142940781988273,1788.0,12.79040404943612,0.3818428300000018,-3.620000000000005,-2425.0,74.0,-39.0,,0.1400000000000005,,0.2878787878787878,0.001379735320872,-317.9000000000001,,,,62.23478091941437,0.14481747699698,10.892746763682602,23.34881585221553,3.3788389876905147,0.914,-1.3562639821029083,0.0413870246085011,-0.0218120805369127,15.700000000000015,,
E08000002,0.0,7.0,-8.521692454006612,728.0,7.319518078103783,1.0498669499999993,-3.86,-1369.0,37.0,-13.0,,-0.9500000000000028,,0.3888888888888888,-0.0007147742146137,221.20000000000005,,,1.0,16.218880685221208,0.0,42.14046822742475,16.515696802336365,21.38719132448892,3.737762960528757,0.934,-1.8804945054945053,0.0508241758241758,-0.0178571428571428,15.700000000000015,-1.28287765,,,7.0,-8.521692454006612,728.0,7.319518078103783,1.0498669499999993,-3.86,-1369.0,37.0,-13.0,,-0.9500000000000028,,0.3888888888888888,-0.0007147742146137,221.20000000000005,,,16.218880685221208,,42.14046822742475,16.515696802336365,21.38719132448892,3.737762960528757,0.934,-1.8804945054945053,0.0508241758241758,-0.0178571428571428,15.700000000000015,,
E08000003,0.0,-13.0,-13.796481060529786,7599.0,65.70772642965494,1.2494068700000014,-3.759999999999991,-7467.0,-202.0,-45.0,,-1.3900000000000006,,0.2478632478632478,-0.0011439119754647,-85.79999999999995,,,1.0,85.81465941695626,0.0,13.89158320446807,0.2824874414101832,0.0,0.0112699371654814,0.793,-0.9826292933280696,-0.0265824450585603,-0.0059218318199763,15.700000000000015,-1.28287765,,,-13.0,-13.796481060529786,7599.0,65.70772642965494,1.2494068700000014,-3.759999999999991,-7467.0,-202.0,-45.0,,-1.3900000000000006,,0.2478632478632478,-0.0011439119754647,-85.79999999999995,,,85.81465941695626,,13.89158320446807,0.2824874414101832,,0.0112699371654814,0.793,-0.9826292933280696,-0.0265824450585603,-0.0059218318199763,15.700000000000015,,
E08000004,0.0,5.0,-8.514896795887537,577.0,4.0535319119042015,0.2942551800000004,-3.3700000000000045,-1922.0,-76.0,-30.0,,0.019999999999996,,0.5833333333333333,-0.0018796739957906,60.5,,,1.0,0.1349237723655489,0.0,44.59875216995239,15.514085354325296,37.67510011859542,2.0771385847613484,0.912,-3.3310225303292893,-0.1317157712305026,-0.0519930675909878,15.700000000000015,-1.28287765,,,5.0,-8.514896795887537,577.0,4.0535319119042015,0.2942551800000004,-3.3700000000000045,-1922.0,-76.0,-30.0,,0.019999999999996,,0.5833333333333333,-0.0018796739957906,60.5,,,0.1349237723655489,,44.59875216995239,15.514085354325296,37.67510011859542,2.0771385847613484,0.912,-3.3310225303292893,-0.1317157712305026,-0.0519930675909878,15.700000000000015,,
E08000005,0.0,1.0,-10.427882993211114,18.0,0.1138316164785919,-0.2756251800000004,-3.77000000000001,-2150.0,41.0,-17.0,,1.75,,0.1999999999999999,0.001010414300442,-101.00000000000011,,,1.0,0.0,0.0,51.043878518724114,33.850993454074434,10.6770291212731,4.4280989059283415,0.921,-119.44444444444444,2.2777777777777777,-0.9444444444444444,15.700000000000015,-1.28287765,,,1.0,-10.427882993211114,18.0,0.1138316164785919,-0.2756251800000004,-3.77000000000001,-2150.0,41.0,-17.0,,1.75,,0.1999999999999999,0.001010414300442,-101.00000000000011,,,,,51.043878518724114,33.850993454074434,10.6770291212731,4.4280989059283415,0.921,,2.2777777777777777,-0.9444444444444444,15.700000000000015,,
E08000006,0.0,-13.0,-10.509290909368248,2459.0,25.2990306325064,-0.4306196699999987,-4.329999999999998,-2883.0,181.0,-70.0,,3.009999999999991,,0.0,-0.0006530303239205,-199.70000000000005,,,1.0,0.0,9.777827810522425,45.459260390952295,26.62005580437912,17.971181139084777,0.1716748550613928,0.821,-1.1724278161854411,0.0736071573810492,-0.0284668564457096,15.700000000000015,-1.28287765,,,-13.0,-10.509290909368248,2459.0,25.2990306325064,-0.4306196699999987,-4.329999999999998,-2883.0,181.0,-70.0,,3.009999999999991,,0.0,-0.0006530303239205,-199.70000000000005,,,,9.777827810522425,45.459260390952295,26.62005580437912,17.971181139084777,0.1716748550613928,0.821,-1.1724278161854411,0.0736071573810492,-0.0284668564457096,15.700000000000015,,
E08000007,0.0,4.0,-7.581568106016064,513.0,4.070130006140516,-0.7708381700000011,-3.4200000000000017,-1820.0,305.0,-54.0,,-0.75,,0.0256410256410255,-0.0016713205812053,10.300000000000068,,,1.0,7.489064107903097,0.0,37.73338794109245,21.05197947390701,31.816476629370484,1.909091847726952,0.907,-3.54775828460039,0.594541910331384,-0.1052631578947368,15.700000000000015,-1.28287765,,,4.0,-7.581568106016064,513.0,4.070130006140516,-0.7708381700000011,-3.4200000000000017,-1820.0,305.0,-54.0,,-0.75,,0.0256410256410255,-0.0016713205812053,10.300000000000068,,,7.489064107903097,,37.73338794109245,21.05197947390701,31.816476629370484,1.909091847726952,0.907,-3.54775828460039,0.594541910331384,-0.1052631578947368,15.700000000000015,,
E08000008,0.0,11.0,-10.202650043903184,474.0,4.595058082891228,0.0523296999999978,-3.680000000000007,-2022.0,-116.0,-42.0,,-0.5799999999999983,,0.0,-0.0013807007205398,-39.599999999999966,,,0.0,5.441128371021869,0.0,0.0,66.76180277701857,24.7557003257329,3.041368526226651,0.924,-4.265822784810126,-0.2447257383966244,-0.0886075949367088,15.700000000000015,-1.28287765,,,11.0,-10.202650043903184,474.0,4.595058082891228,0.0523296999999978,-3.680000000000007,-2022.0,-116.0,-42.0,,-0.5799999999999983,,0.0,-0.0013807007205398,-39.599999999999966,,,5.441128371021869,,,66.76180277701857,24.7557003257329,3.041368526226651,0.924,-4.265822784810126,-0.2447257383966244,-0.0886075949367088,15.700000000000015,,
E08000009,0.0,10.0,-7.478141006937676,1217.0,11.476303366696357,0.0306165199999997,-3.0799999999999983,-1311.0,88.0,-40.0,,-1.730000000000004,,0.3333333333333332,-0.0007072893670831,-10.399999999999975,,,1.0,8.524201761600184,0.0,26.634508443664163,53.48165319401891,10.81547515052861,0.5441614501881341,0.925,-1.077239112571898,0.0723089564502875,-0.0328677074774034,15.700000000000015,-1.28287765,,,10.0,-7.478141006937676,1217.0,11.476303366696357,0.0306165199999997,-3.0799999999999983,-1311.0,88.0,-40.0,,-1.730000000000004,,0.3333333333333332,-0.0007072893670831,-10.399999999999975,,,8.524201761600184,,26.634508443664163,53.48165319401891,10.81547515052861,0.5441614501881341,0.925,-1.077239112571898,0.0723089564502875,-0.0328677074774034,15.700000000000015,,
E08000010,0.0,-17.0,-7.077657777820846,618.0,3.2842450301880035,0.3100153300000006,-2.640000000000001,-2564.0,130.0,-76.0,,0.6199999999999903,,0.3785714285714285,-8.844206569093467e-05,-131.80000000000007,,,1.0,0.0,0.0,30.8985946882932,28.495325945644773,33.627809075713486,6.978270290348543,0.94,-4.148867313915858,0.2103559870550161,-0.1229773462783171,15.700000000000015,-1.28287765,,,-17.0,-7.077657777820846,618.0,3.2842450301880035,0.3100153300000006,-2.640000000000001,-2564.0,130.0,-76.0,,0.6199999999999903,,0.3785714285714285,-8.844206569093467e-05,-131.80000000000007,,,,,30.8985946882932,28.495325945644773,33.627809075713486,6.978270290348543,0.94,-4.148867313915858,0.2103559870550161,-0.1229773462783171,15.700000000000015,,
E07000117,0.0,3.0,-4.095284180813508,59.0,0.5330490405117416,0.9773690000000012,-4.299999999999997,-906.0,14.0,16.0,,2.5700000000000074,,,-0.000300653085313,-453.8,,,0.0,0.0,0.0,93.69301432782616,0.0,0.0,6.3069856721738535,0.936,-15.35593220338983,0.2372881355932203,0.2711864406779661,15.700000000000015,-1.28287765,,,3.0,-4.095284180813508,59.0,0.5330490405117416,0.9773690000000012,-4.299999999999997,-906.0,14.0,16.0,,2.5700000000000074,,,-0.000300653085313,-453.8,,,,,93.69301432782616,,,6.3069856721738535,0.936,-15.35593220338983,0.2372881355932203,0.2711864406779661,15.700000000000015,,
