Area Code,Year,mean_happiness,suicides,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,processing,productivity,road_casualties,ofsted,infant_mortality,childhood_tooth_decay,gp_access,dental_access,mean_happiness_3clusters,mean_happiness_binary,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,Code_E06000001,Code_E06000002,Code_E06000003,Code_E06000004,Code_E06000005,Code_E06000006,Code_E06000007,Code_E06000008,Code_E06000009,Code_E06000010,Code_E06000011,Code_E06000012,Code_E06000013,Code_E06000014,Code_E06000015,Code_E06000016,Code_E06000017,Code_E06000018,Code_E06000019,Code_E06000020,Code_E06000021,Code_E06000022,Code_E06000023,Code_E06000024,Code_E06000025,Code_E06000026,Code_E06000027,Code_E06000030,Code_E06000031,Code_E06000032,Code_E06000033,Code_E06000034,Code_E06000035,Code_E06000036,Code_E06000037,Code_E06000038,Code_E06000039,Code_E06000040,Code_E06000041,Code_E06000042,Code_E06000043,Code_E06000044,Code_E06000045,Code_E06000046,Code_E06000047,Code_E06000049,Code_E06000050,Code_E06000051,Code_E06000052,Code_E06000054,Code_E06000055,Code_E06000056,Code_E06000057,Code_E06000058,Code_E06000059,Code_E07000004,Code_E07000005,Code_E07000006,Code_E07000007,Code_E07000008,Code_E07000009,Code_E07000010,Code_E07000011,Code_E07000012,Code_E07000026,Code_E07000027,Code_E07000028,Code_E07000029,Code_E07000030,Code_E07000031,Code_E07000032,Code_E07000033,Code_E07000034,Code_E07000035,Code_E07000036,Code_E07000037,Code_E07000038,Code_E07000039,Code_E07000040,Code_E07000041,Code_E07000042,Code_E07000043,Code_E07000044,Code_E07000045,Code_E07000046,Code_E07000047,Code_E07000061,Code_E07000062,Code_E07000063,Code_E07000064,Code_E07000065,Code_E07000066,Code_E07000067,Code_E07000068,Code_E07000069,Code_E07000070,Code_E07000071,Code_E07000072,Code_E07000073,Code_E07000074,Code_E07000075,Code_E07000076,Code_E07000077,Code_E07000078,Code_E07000079,Code_E07000080,Code_E07000081,Code_E07000082,Code_E07000083,Code_E07000084,Code_E07000085,Code_E07000086,Code_E07000087,Code_E07000088,Code_E07000089,Code_E07000090,Code_E07000091,Code_E07000092,Code_E07000093,Code_E07000094,Code_E07000095,Code_E07000096,Code_E07000098,Code_E07000099,Code_E07000102,Code_E07000103,Code_E07000105,Code_E07000106,Code_E07000107,Code_E07000108,Code_E07000109,Code_E07000110,Code_E07000111,Code_E07000112,Code_E07000113,Code_E07000114,Code_E07000115,Code_E07000116,Code_E07000117,Code_E07000118,Code_E07000119,Code_E07000120,Code_E07000121,Code_E07000122,Code_E07000123,Code_E07000124,Code_E07000125,Code_E07000126,Code_E07000127,Code_E07000128,Code_E07000129,Code_E07000130,Code_E07000131,Code_E07000132,Code_E07000133,Code_E07000134,Code_E07000135,Code_E07000136,Code_E07000137,Code_E07000138,Code_E07000139,Code_E07000140,Code_E07000141,Code_E07000142,Code_E07000143,Code_E07000144,Code_E07000145,Code_E07000146,Code_E07000147,Code_E07000148,Code_E07000149,Code_E07000150,Code_E07000151,Code_E07000152,Code_E07000153,Code_E07000154,Code_E07000155,Code_E07000156,Code_E07000163,Code_E07000164,Code_E07000165,Code_E07000166,Code_E07000167,Code_E07000168,Code_E07000169,Code_E07000170,Code_E07000171,Code_E07000172,Code_E07000173,Code_E07000174,Code_E07000175,Code_E07000176,Code_E07000177,Code_E07000178,Code_E07000179,Code_E07000180,Code_E07000181,Code_E07000187,Code_E07000188,Code_E07000189,Code_E07000192,Code_E07000193,Code_E07000194,Code_E07000195,Code_E07000196,Code_E07000197,Code_E07000198,Code_E07000199,Code_E07000200,Code_E07000202,Code_E07000203,Code_E07000207,Code_E07000208,Code_E07000209,Code_E07000210,Code_E07000211,Code_E07000212,Code_E07000213,Code_E07000214,Code_E07000215,Code_E07000216,Code_E07000217,Code_E07000218,Code_E07000219,Code_E07000220,Code_E07000221,Code_E07000222,Code_E07000223,Code_E07000224,Code_E07000225,Code_E07000226,Code_E07000227,Code_E07000228,Code_E07000229,Code_E07000234,Code_E07000235,Code_E07000236,Code_E07000237,Code_E07000238,Code_E07000239,Code_E07000240,Code_E07000241,Code_E07000242,Code_E07000243,Code_E07000244,Code_E07000245,Code_E07000246,Code_E08000001,Code_E08000002,Code_E08000003,Code_E08000004,Code_E08000005,Code_E08000006,Code_E08000007,Code_E08000008,Code_E08000009,Code_E08000010,Code_E08000011,Code_E08000012,Code_E08000013,Code_E08000014,Code_E08000015,Code_E08000016,Code_E08000017,Code_E08000018,Code_E08000019,Code_E08000021,Code_E08000022,Code_E08000023,Code_E08000024,Code_E08000025,Code_E08000026,Code_E08000027,Code_E08000028,Code_E08000029,Code_E08000030,Code_E08000031,Code_E08000032,Code_E08000033,Code_E08000034,Code_E08000035,Code_E08000036,Code_E08000037,Code_E09000001,Code_E09000002,Code_E09000003,Code_E09000004,Code_E09000005,Code_E09000006,Code_E09000007,Code_E09000008,Code_E09000009,Code_E09000010,Code_E09000011,Code_E09000012,Code_E09000013,Code_E09000014,Code_E09000015,Code_E09000016,Code_E09000017,Code_E09000018,Code_E09000019,Code_E09000020,Code_E09000021,Code_E09000022,Code_E09000023,Code_E09000024,Code_E09000025,Code_E09000026,Code_E09000027,Code_E09000028,Code_E09000029,Code_E09000030,Code_E09000031,Code_E09000032,Code_E09000033,Code_N09000001,Code_N09000002,Code_N09000003,Code_N09000004,Code_N09000005,Code_N09000006,Code_N09000007,Code_N09000008,Code_N09000009,Code_N09000010,Code_N09000011,Code_S12000005,Code_S12000006,Code_S12000008,Code_S12000010,Code_S12000011,Code_S12000013,Code_S12000014,Code_S12000017,Code_S12000018,Code_S12000019,Code_S12000020,Code_S12000021,Code_S12000023,Code_S12000026,Code_S12000027,Code_S12000028,Code_S12000029,Code_S12000030,Code_S12000033,Code_S12000034,Code_S12000035,Code_S12000036,Code_S12000038,Code_S12000039,Code_S12000040,Code_S12000041,Code_S12000042,Code_S12000045,Code_S12000047,Code_S12000048,Code_S12000049,Code_S12000050,Code_W06000001,Code_W06000002,Code_W06000003,Code_W06000004,Code_W06000005,Code_W06000006,Code_W06000008,Code_W06000009,Code_W06000010,Code_W06000011,Code_W06000012,Code_W06000013,Code_W06000014,Code_W06000015,Code_W06000016,Code_W06000018,Code_W06000019,Code_W06000020,Code_W06000021,Code_W06000022,Code_W06000023,Code_W06000024,region_East Midlands,region_East of England,region_London,region_North East,region_North West,region_South East,region_South West,region_West Midlands,region_Yorkshire and The Humber,region_Wales,region_Scotland,region_NIreland,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,suicide_rates,no_rainy_days,inflation,previous_period_happiness_change
E09000014,2,-0.010000000000000675,16.0,5.425941863717185,3365.0,113.65939336620977,-1.4923622600000002,-7.859999999999999,-1354.0,337.0,-3.0,-2.0,-1.0499999999999972,0.5,-0.3492063492063491,-0.001641958738351329,-107.09999999999997,,,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.841,-0.4023774145616642,0.10014858841010402,-0.0008915304606240713,0.00475482912332838,24.5,-0.840546504,0.1900000000000004
E09000019,2,-0.020000000000000462,-11.0,4.178547162742248,5550.0,373.53865620309807,-2.1853040200000002,-8.02000000000001,-1317.0,311.0,-13.0,-4.0,-2.9199999999999875,-2.0,-0.06818181818181812,-6.762149698474624e-05,143.70000000000005,,,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.707,-0.2372972972972973,0.05603603603603603,-0.0023423423423423423,-0.001981981981981982,24.5,-0.840546504,0.29000000000000004
E09000020,2,-0.20999999999999996,-1.0,4.568052128631109,689.0,56.83083547101887,-1.26951298,-9.5,-596.0,569.0,12.0,0.0,4.069999999999993,-2.799999999999997,0.40000000000000013,0.0016255170542231918,-197.80000000000007,-0.29999999999999716,,-1,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.817,-0.865021770682148,0.8258345428156749,0.01741654571843251,-0.001451378809869376,24.5,-0.840546504,0.05000000000000071
E09000022,2,0.1200000000000001,3.0,-0.6773695878772941,3937.0,146.86407705421334,-2.04319075,-5.049999999999997,-1396.0,1311.0,-24.0,2.0,-1.829999999999984,-8.099999999999994,-0.196078431372549,0.0002661609944502089,59.299999999999955,-1.3999999999999915,,1,1,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.751,-0.35458470916941837,0.332994665989332,-0.006096012192024384,0.000762001524003048,24.5,-0.840546504,0.16999999999999993
E09000023,2,-0.25,-7.0,-2.146264053199957,5328.0,151.5957673824414,-3.2693555100000014,-4.860000000000014,-1293.0,1291.0,7.0,0.0,-1.0400000000000063,-5.0,0.2571428571428571,0.0002694692631856413,92.30000000000007,,,-1,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.818,-0.24268018018018017,0.24230480480480482,0.001313813813813814,-0.001313813813813814,24.5,-0.840546504,0.2999999999999998
E09000025,2,0.13999999999999968,7.0,-2.04124496003692,6601.0,182.36821748259536,-2.5902199800000005,-7.829999999999998,-1837.0,805.0,16.0,-16.0,-4.099999999999994,-1.3999999999999986,-0.18045112781954886,-0.0011803909962412613,14.800000000000068,,,1,1,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.821,-0.27829116800484777,0.12195121951219512,0.002423875170428723,0.0010604453870625664,24.5,-0.840546504,0.04999999999999982
E09000028,2,0.16000000000000014,16.0,-5.770784507119146,4155.0,143.8826499340321,-3.0539232800000002,-7.36999999999999,-1595.0,1288.0,-34.0,-10.0,-2.6299999999999955,-7.0,0.065359477124183,-0.0008155077964703207,145.0,-3.5999999999999943,,1,1,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.663,-0.3838748495788207,0.30998796630565584,-0.008182912154031288,0.0038507821901323704,24.5,-0.840546504,0.13999999999999968
E09000030,2,-0.23999999999999932,-1.0,-3.142332213586087,10980.0,555.3588589348019,-4.36954072,-7.939999999999998,-1649.0,1101.0,-34.0,0.0,-4.590000000000003,-3.5,0.41666666666666674,0.0019386636677244102,199.0,,,-1,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.603,-0.15018214936247723,0.10027322404371584,-0.0030965391621129326,-9.107468123861566e-05,24.5,-0.840546504,0.13999999999999968
E09000032,2,-0.08999999999999986,2.0,-0.4103277339447686,3445.0,100.54900633064608,-2.535442699999999,-4.700000000000003,-818.0,1314.0,-2.0,2.0,2.549999999999997,-3.6999999999999993,0.005555555555555536,-0.0007513181126183746,-34.299999999999955,,,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.729,-0.2374455732946299,0.38142235123367196,-0.0005805515239477503,0.0005805515239477503,24.5,-0.840546504,0.22999999999999954
E09000033,2,0.2599999999999998,3.0,-28.415522833155222,4593.0,213.80093657192447,-0.6287970000000005,-8.5,-1199.0,342.0,-12.0,0.0,1.1400000000000148,-3.799999999999997,-0.2556390977443608,-0.001815401953375371,-130.29999999999995,,3.3999999999999915,1,1,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.63,-0.26104942303505335,0.07446113651208361,-0.002612671456564337,0.0006531678641410843,24.5,-0.840546504,0.11000000000000032
