Area Code,Year,mean_happiness,suicides,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,processing,productivity,road_casualties,ofsted,infant_mortality,childhood_tooth_decay,gp_access,dental_access,mean_happiness_3clusters,mean_happiness_binary,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,Code_E06000001,Code_E06000002,Code_E06000003,Code_E06000004,Code_E06000005,Code_E06000006,Code_E06000007,Code_E06000008,Code_E06000009,Code_E06000010,Code_E06000011,Code_E06000012,Code_E06000013,Code_E06000014,Code_E06000015,Code_E06000016,Code_E06000017,Code_E06000018,Code_E06000019,Code_E06000020,Code_E06000021,Code_E06000022,Code_E06000023,Code_E06000024,Code_E06000025,Code_E06000026,Code_E06000027,Code_E06000030,Code_E06000031,Code_E06000032,Code_E06000033,Code_E06000034,Code_E06000035,Code_E06000036,Code_E06000037,Code_E06000038,Code_E06000039,Code_E06000040,Code_E06000041,Code_E06000042,Code_E06000043,Code_E06000044,Code_E06000045,Code_E06000046,Code_E06000047,Code_E06000049,Code_E06000050,Code_E06000051,Code_E06000052,Code_E06000054,Code_E06000055,Code_E06000056,Code_E06000057,Code_E06000058,Code_E06000059,Code_E07000004,Code_E07000005,Code_E07000006,Code_E07000007,Code_E07000008,Code_E07000009,Code_E07000010,Code_E07000011,Code_E07000012,Code_E07000026,Code_E07000027,Code_E07000028,Code_E07000029,Code_E07000030,Code_E07000031,Code_E07000032,Code_E07000033,Code_E07000034,Code_E07000035,Code_E07000036,Code_E07000037,Code_E07000038,Code_E07000039,Code_E07000040,Code_E07000041,Code_E07000042,Code_E07000043,Code_E07000044,Code_E07000045,Code_E07000046,Code_E07000047,Code_E07000061,Code_E07000062,Code_E07000063,Code_E07000064,Code_E07000065,Code_E07000066,Code_E07000067,Code_E07000068,Code_E07000069,Code_E07000070,Code_E07000071,Code_E07000072,Code_E07000073,Code_E07000074,Code_E07000075,Code_E07000076,Code_E07000077,Code_E07000078,Code_E07000079,Code_E07000080,Code_E07000081,Code_E07000082,Code_E07000083,Code_E07000084,Code_E07000085,Code_E07000086,Code_E07000087,Code_E07000088,Code_E07000089,Code_E07000090,Code_E07000091,Code_E07000092,Code_E07000093,Code_E07000094,Code_E07000095,Code_E07000096,Code_E07000098,Code_E07000099,Code_E07000102,Code_E07000103,Code_E07000105,Code_E07000106,Code_E07000107,Code_E07000108,Code_E07000109,Code_E07000110,Code_E07000111,Code_E07000112,Code_E07000113,Code_E07000114,Code_E07000115,Code_E07000116,Code_E07000117,Code_E07000118,Code_E07000119,Code_E07000120,Code_E07000121,Code_E07000122,Code_E07000123,Code_E07000124,Code_E07000125,Code_E07000126,Code_E07000127,Code_E07000128,Code_E07000129,Code_E07000130,Code_E07000131,Code_E07000132,Code_E07000133,Code_E07000134,Code_E07000135,Code_E07000136,Code_E07000137,Code_E07000138,Code_E07000139,Code_E07000140,Code_E07000141,Code_E07000142,Code_E07000143,Code_E07000144,Code_E07000145,Code_E07000146,Code_E07000147,Code_E07000148,Code_E07000149,Code_E07000150,Code_E07000151,Code_E07000152,Code_E07000153,Code_E07000154,Code_E07000155,Code_E07000156,Code_E07000163,Code_E07000164,Code_E07000165,Code_E07000166,Code_E07000167,Code_E07000168,Code_E07000169,Code_E07000170,Code_E07000171,Code_E07000172,Code_E07000173,Code_E07000174,Code_E07000175,Code_E07000176,Code_E07000177,Code_E07000178,Code_E07000179,Code_E07000180,Code_E07000181,Code_E07000187,Code_E07000188,Code_E07000189,Code_E07000192,Code_E07000193,Code_E07000194,Code_E07000195,Code_E07000196,Code_E07000197,Code_E07000198,Code_E07000199,Code_E07000200,Code_E07000202,Code_E07000203,Code_E07000207,Code_E07000208,Code_E07000209,Code_E07000210,Code_E07000211,Code_E07000212,Code_E07000213,Code_E07000214,Code_E07000215,Code_E07000216,Code_E07000217,Code_E07000218,Code_E07000219,Code_E07000220,Code_E07000221,Code_E07000222,Code_E07000223,Code_E07000224,Code_E07000225,Code_E07000226,Code_E07000227,Code_E07000228,Code_E07000229,Code_E07000234,Code_E07000235,Code_E07000236,Code_E07000237,Code_E07000238,Code_E07000239,Code_E07000240,Code_E07000241,Code_E07000242,Code_E07000243,Code_E07000244,Code_E07000245,Code_E07000246,Code_E08000001,Code_E08000002,Code_E08000003,Code_E08000004,Code_E08000005,Code_E08000006,Code_E08000007,Code_E08000008,Code_E08000009,Code_E08000010,Code_E08000011,Code_E08000012,Code_E08000013,Code_E08000014,Code_E08000015,Code_E08000016,Code_E08000017,Code_E08000018,Code_E08000019,Code_E08000021,Code_E08000022,Code_E08000023,Code_E08000024,Code_E08000025,Code_E08000026,Code_E08000027,Code_E08000028,Code_E08000029,Code_E08000030,Code_E08000031,Code_E08000032,Code_E08000033,Code_E08000034,Code_E08000035,Code_E08000036,Code_E08000037,Code_E09000001,Code_E09000002,Code_E09000003,Code_E09000004,Code_E09000005,Code_E09000006,Code_E09000007,Code_E09000008,Code_E09000009,Code_E09000010,Code_E09000011,Code_E09000012,Code_E09000013,Code_E09000014,Code_E09000015,Code_E09000016,Code_E09000017,Code_E09000018,Code_E09000019,Code_E09000020,Code_E09000021,Code_E09000022,Code_E09000023,Code_E09000024,Code_E09000025,Code_E09000026,Code_E09000027,Code_E09000028,Code_E09000029,Code_E09000030,Code_E09000031,Code_E09000032,Code_E09000033,Code_N09000001,Code_N09000002,Code_N09000003,Code_N09000004,Code_N09000005,Code_N09000006,Code_N09000007,Code_N09000008,Code_N09000009,Code_N09000010,Code_N09000011,Code_S12000005,Code_S12000006,Code_S12000008,Code_S12000010,Code_S12000011,Code_S12000013,Code_S12000014,Code_S12000017,Code_S12000018,Code_S12000019,Code_S12000020,Code_S12000021,Code_S12000023,Code_S12000026,Code_S12000027,Code_S12000028,Code_S12000029,Code_S12000030,Code_S12000033,Code_S12000034,Code_S12000035,Code_S12000036,Code_S12000038,Code_S12000039,Code_S12000040,Code_S12000041,Code_S12000042,Code_S12000045,Code_S12000047,Code_S12000048,Code_S12000049,Code_S12000050,Code_W06000001,Code_W06000002,Code_W06000003,Code_W06000004,Code_W06000005,Code_W06000006,Code_W06000008,Code_W06000009,Code_W06000010,Code_W06000011,Code_W06000012,Code_W06000013,Code_W06000014,Code_W06000015,Code_W06000016,Code_W06000018,Code_W06000019,Code_W06000020,Code_W06000021,Code_W06000022,Code_W06000023,Code_W06000024,region_East Midlands,region_East of England,region_London,region_North East,region_North West,region_South East,region_South West,region_West Midlands,region_Yorkshire and The Humber,region_Wales,region_Scotland,region_NIreland,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,suicide_rates,no_rainy_days,inflation,previous_period_happiness_change
E07000111,3,0.10999999999999943,-9.0,1.318731871556139,540.0,1.462500274218769,-0.24915466000000075,-0.2600000000000051,-167.0,125.0,-2.0,-4.0,1.1299999999999955,4.100000000000001,,-0.0015432025601517128,-4.399999999999977,,,1,1,0.0,0.0,0.0,26.204864783199877,31.14938476775612,42.645750449043994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.908,-0.30925925925925923,0.23148148148148148,-0.003703703703703704,-0.016666666666666666,-6.600000000000023,-1.0830733209999999,0.29000000000000004
E07000112,3,-0.019999999999999574,-3.0,4.1927421689182935,514.0,1.4400945867573114,-0.8655548400000006,1.4200000000000017,-265.0,220.0,-4.0,5.0,3.0800000000000125,-0.20000000000000284,,9.365634365634352e-05,-596.0,,,0,0,0.0,0.0,0.0,47.54114578649159,30.477560931738466,21.981293281769943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.918,-0.5155642023346303,0.4280155642023346,-0.007782101167315175,-0.005836575875486381,-6.600000000000023,-1.0830733209999999,-0.07000000000000028
E07000113,3,-0.04999999999999982,1.0,0.7179924919135061,1564.0,4.188125005355687,-0.004901330000000037,0.3399999999999892,-261.0,219.0,5.0,-3.0,-0.3400000000000034,2.1999999999999957,,-0.00047997136711127675,36.900000000000006,,,0,0,0.0,0.0,0.3116338715682354,36.151597468319515,37.49396726465438,26.042801395457865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.899,-0.16687979539641945,0.14002557544757033,0.00319693094629156,0.0006393861892583121,-6.600000000000023,-1.0830733209999999,0.03000000000000025
E07000114,3,0.03000000000000025,9.0,0.2207036326372105,1296.0,12.50855378533356,-2.8154928099999994,1.1200000000000045,-296.0,355.0,7.0,-3.0,-0.6699999999999875,7.100000000000001,,-0.00030792691867796793,20.700000000000045,,,0,1,0.0,0.0,45.86994852543867,30.22566333930552,17.296590165799277,6.607797969456532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.922,-0.22839506172839505,0.27391975308641975,0.005401234567901234,0.006944444444444444,-6.600000000000023,-1.0830733209999999,-0.16000000000000014
E07000115,3,0.2699999999999996,6.0,3.381996029476994,1196.0,4.980963224998732,0.15047862000000034,-0.010000000000005116,-69.0,49.0,-14.0,-24.0,-0.3499999999999943,1.2000000000000028,,0.0029455081001472753,-7.400000000000006,,,1,1,0.0,0.0,3.0598697493185014,53.014698373044865,15.832763781197709,28.09266809643892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.909,-0.057692307692307696,0.04096989966555184,-0.011705685618729096,0.005016722408026756,-6.600000000000023,-1.0830733209999999,-0.1999999999999993
E07000116,3,-0.15000000000000036,4.0,1.3612475330389415,85.0,0.2565428228825226,-0.5155039100000001,4.049999999999997,-90.0,226.0,0.0,2.0,0.4099999999999966,4.100000000000001,,0.0015936254980079682,12.299999999999983,3.200000000000003,,-1,0,0.0,0.0,0.0,51.20655340013155,16.342498868188844,32.450947731679605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.875,-1.0588235294117647,2.6588235294117646,0.0,0.047058823529411764,-6.600000000000023,-1.0830733209999999,0.5200000000000005
E07000177,3,-0.10000000000000053,0.0,7.481199765326366,1034.0,1.7562895207605607,-0.4435353799999997,1.8799999999999955,-172.0,292.0,-5.0,-2.0,0.2400000000000091,7.299999999999997,,-0.001126898404126127,-290.5,-1.6000000000000085,,-1,0,0.0,0.0,0.0,54.82444751192445,10.296027005972475,34.87952548210308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.889,-0.16634429400386846,0.28239845261121854,-0.004835589941972921,0.0,-6.600000000000023,-1.0830733209999999,0.1800000000000006
E07000178,3,0.040000000000000036,-1.0,1.375137657403954,52.0,1.1402833604151965,-0.8663249000000004,1.5999999999999943,-196.0,1.0,-3.0,-2.0,-0.5,-1.7000000000000028,,0.002584510055626872,-187.89999999999998,,,0,1,0.0,0.0,98.76062520537414,0.0,0.0,1.2393747946258626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.839,-3.769230769230769,0.019230769230769232,-0.057692307692307696,-0.019230769230769232,-6.600000000000023,-1.0830733209999999,0.28000000000000025
E07000179,3,-0.5099999999999998,-10.0,3.675384518080641,700.0,1.0316551595358874,-0.39634087999999945,-0.5400000000000063,-142.0,6.0,-8.0,0.0,-0.2599999999999909,6.100000000000001,,-0.00268260356087473,-116.9,,,-1,0,0.0,0.0,1.1648615776670914,20.89438781420132,22.53199930499247,55.40875130313911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.909,-0.20285714285714285,0.008571428571428572,-0.011428571428571429,-0.014285714285714285,-6.600000000000023,-1.0830733209999999,0.41999999999999993
E07000180,3,-0.0600000000000005,-1.0,2.432123625945458,1913.0,3.3117260376799322,-0.8889911199999996,1.6500000000000057,-76.0,175.0,4.0,-2.0,-3.299999999999997,0.9000000000000057,,0.0007137116604891622,-112.5,,,0,0,0.0,0.0,7.339713215989063,30.87045006136494,21.02331867824574,40.76651804440026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.895,-0.03972817564035546,0.09147935180345008,0.0020909566126502874,-0.0005227391531625719,-6.600000000000023,-1.0830733209999999,0.6000000000000005
