Year,suicide_rates,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,processing,productivity,road_casualties,ofsted,infant_mortality,childhood_tooth_decay,gp_access,dental_access,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,no_rainy_days,inflation,previous_period_happiness_change,Year_no_outliers,suicide_rates_no_outliers,crimes_no_outliers,population_no_outliers,population_density_no_outliers,unemployment_no_outliers,mean_income_support_no_outliers,n_is_claimants_no_outliers,house_sales_no_outliers,bankruptcy_no_outliers,processing_no_outliers,productivity_no_outliers,road_casualties_no_outliers,ofsted_no_outliers,infant_mortality_no_outliers,childhood_tooth_decay_no_outliers,gp_access_no_outliers,dental_access_no_outliers,Core City_no_outliers,Other City_no_outliers,Large Town_no_outliers,Medium Town_no_outliers,Small Town_no_outliers,Village or smaller_no_outliers,gardens_perc_no_outliers,income_support_rate_no_outliers,house_sales_pp_no_outliers,bankruptcy_pp_no_outliers,no_rainy_days_no_outliers,inflation_no_outliers,previous_period_happiness_change_no_outliers
0.25,0.5869565217391305,0.678418536609399,0.2660223278891875,0.334476518901535,0.4438030755507931,0.4479326186830012,0.9666125431296936,0.49466950959488276,0.7219512195121951,0.5000000000000001,0.4722222222222223,0.47149211484027476,,0.6429750570761367,0.4604989604989605,0.3689839572192508,,0.0,0.0,0.0,0.5166344864233453,0.1490115844111832,0.40709541122788895,0.9283314669652856,0.44887248701979104,0.793937840904931,0.5366339923575346,1.0,0.1561784612973196,0.4933920704845812,0.16666666666666666,0.45588235294117646,0.5584233518466649,0.22171174509077435,0.2445161536720456,0.39278034919437366,0.5406649616368291,0.9637850467289719,0.6142499304202615,0.7277777777777779,0.5810810810810811,0.5368052078117171,0.4689557855126999,,0.6679620473707002,0.5348875525166817,0.35393258426966234,,,,,0.5234548726150984,0.17233172718622206,0.47709399482680404,0.8394366197183099,0.24554798109336792,0.626958185591142,0.4114866088162769,,0.14072220422044313,0.46464646464646453
1.0,,,0.223589001447178,0.3327210257972584,,,,,,,,,,,,,,,,,,,,,,,,0.6144329896907219,0.188636651321465,0.5947136563876652,,,,0.16087439792515748,0.2422691140282288,,,,,,,,,,,,,,,,,,,,,,,,0.6700000000000002,0.19406226932324305,0.5808080808080809
0.75,0.6159420289855073,,0.29972090138515606,0.3342541449823544,0.6362548386013195,0.521056661562021,0.9770651512076315,0.3466950959488273,0.8292682926829269,0.5301204819277109,0.38204508856682806,0.46300040436716516,,,,,,,,,,,,0.9384098544232924,0.4495756055558827,0.7878133659856931,0.5395339767963343,0.1999999999999998,0.35942235908331255,0.7444933920704845,0.8333333333333334,0.5147058823529411,,0.2700259355316784,0.244231513982529,0.6061664337510715,0.6383631713554989,0.9758177570093458,0.42109657667687167,0.8500000000000001,0.6486486486486487,0.42463695543314967,0.4590780809031044,,,,,,,,,,,,0.8647887323943662,0.24690461499626776,0.6149348551495722,0.41611562766073645,0.0,0.4747224282497903,0.7525252525252525
0.25,0.48550724637681164,0.6864650866741185,0.23769898697539796,0.3350427031407898,0.5811227638628353,0.33958652373660003,0.948751775928557,0.43176972281449894,0.8,,0.36553945249597475,,,,,,,0.0,0.0,0.880387266339475,0.0,0.05314186851402755,0.0722704964196637,0.9227323628219486,0.44551416213199385,0.7957358084476729,0.5404965404965406,1.0,0.1561784612973196,0.5991189427312777,0.16666666666666666,0.24999999999999997,0.5784783261877318,0.181104112634309,0.24524087223015925,0.5450372584426398,0.3959079283887473,0.9432242990654206,0.5321458391316448,0.8166666666666668,,0.4041061592388584,,,,,,,,,0.8813359648372061,,0.060853114866775006,0.08458848655885233,0.8253521126760563,0.23906825233374393,0.6304878853898461,0.41765209297676825,,0.14072220422044313,0.5858585858585863
0.25,0.4420289855072464,0.6877743726413382,0.2625077527393012,0.33538780104199223,0.5135213464285601,0.29555895865237314,0.9169880251674447,0.4780383795309168,0.6731707317073171,,0.39090177133655424,,,,,,,0.0,0.7529006637683887,0.0,0.0,0.1442834943781097,0.11856220323663774,0.9115341545352744,0.44663770720698304,0.7936272766781242,0.5346960731576117,1.0,0.1561784612973196,0.563876651982379,0.16666666666666666,0.16176470588235292,0.5817415503355363,0.21667284179325677,0.24568259920881313,0.47008236300218764,0.3370843989769823,0.9066588785046729,0.5925410520456443,0.6722222222222223,,0.43565348022033035,,,,,,,,0.7538754768974127,,,0.1668338396533762,0.1388549079307336,0.7971830985915493,0.24123607932439484,0.626348498006252,0.408393259632929,,0.14072220422044313,0.5454545454545459
0.75,0.5362318840579711,0.673240703952155,0.22596650816621872,0.3385389653096831,0.695162464644846,0.4670750382848389,0.9757458899939111,0.37377398720682303,0.8048780487804879,0.4759036144578314,0.49033816425120796,0.48402749696724606,,0.5840476082771006,,,,0.0,0.0,0.958469235267364,0.0,0.04100266133976893,0.005002923786628549,0.9563269876819709,0.4454383917458329,0.7918958356717926,0.544574630667346,0.1999999999999998,0.35942235908331255,0.4581497797356825,0.8333333333333334,0.3529411764705882,0.5455182806983893,0.16428306780288995,0.24971610467598393,0.6714818534318885,0.5662404092071616,0.9742990654205608,0.456443083774005,0.8222222222222223,0.5270270270270271,0.5593390085127689,0.4835371589840075,,0.5990467864594641,,,,,,0.9595526254348924,,0.0467374793109511,0.005732667835196774,0.9098591549295778,0.2389220569635106,0.6229494005107562,0.42416163006169016,0.0,0.4747224282497903,0.42424242424242414
0.5,0.572463768115942,0.6899929306958934,0.2536696299359107,0.3413424675310738,0.706691685778795,0.5627871362940272,0.9869088694946215,0.355863539445629,0.8,0.5301204819277109,0.5644122383252822,0.4710877476748886,,0.7604900146431153,0.36340956340956343,0.7005347593582884,,0.03264439155192673,0.0,0.2645144768160043,0.6113822746057486,0.1525176738761148,0.022423247265825074,0.9372900335946248,0.4495842480363968,0.7879258875484173,0.5395812339043781,0.24742268041237114,0.6790612497826604,0.5550660792951542,0.5,0.4264705882352941,0.5872710163179022,0.20400148203038163,0.25330460104640357,0.6842651884180991,0.694117647058824,0.9871495327102804,0.43306429167826327,0.8166666666666668,0.6486486486486487,0.6514772158237354,0.4684854186265287,,0.8053950115792857,0.4194744212867617,0.7022471910112354,,0.03135736107225149,,0.26440079259538857,0.6195860503049745,0.17640865580294704,0.02615400632881056,0.8619718309859155,0.24692129025295456,0.6151557530956452,0.4161910604943554,0.07666666666666694,1.0,0.5353535353535355
0.25,0.5507246376811594,,0.16208393632416787,0.3316687985307073,0.5495674250421569,0.50114854517611,0.9893444286584129,0.38742004264392327,0.7365853658536585,0.4277108433734941,0.46457326892109524,0.46016983420946195,,0.04820512820513112,0.4322245322245323,0.6470588235294121,,0.0,0.0,0.0,0.0,0.44576785516650264,0.6028809647882082,0.9283314669652856,0.4501457332281405,0.7871123955322972,0.5395958879829849,1.0,0.1561784612973196,0.7048458149779735,0.16666666666666666,0.38235294117647056,,0.07269359021859949,0.2409222580499938,0.5100494251743277,0.6117647058823534,0.9899532710280374,0.47425549679933204,0.7444444444444446,0.41891891891891897,0.5272909364046067,0.4557855126999059,,,0.5012768761841997,0.6460674157303374,,,,,,0.5174039635156364,0.7066077042702316,0.8394366197183099,0.24800464932826757,0.6135587372779023,0.41621445165642895,,0.14072220422044313,0.7070707070707071
0.625,0.5072463768115942,0.6955893292697938,0.26343808145544756,0.3363605460598231,0.6285993422698084,0.6485451761102604,0.9885325756038157,0.33326226012793175,0.775609756097561,0.5180722891566266,0.44404186795491146,0.5487262434290334,,0.8106222574676186,,,,0.0,0.0,0.0817346470764997,0.0,0.36975946419521305,0.5888595422986288,0.9697648376259798,0.4497382409101074,0.7869456698397956,0.5384615384615385,0.6742268041237117,0.9999999999999998,0.634361233480176,0.6666666666666666,0.2941176470588235,0.6012193083062982,0.2180066691367173,0.24692771752518036,0.5976781956511666,0.8086956521739139,0.9890186915887851,0.4035624826050654,0.788888888888889,0.6216216216216217,0.5017526289434147,0.5587958607714016,,0.8640243373812304,,,,,,0.08130566700959742,,0.42902037052363157,0.6901707985397718,0.9436619718309858,0.24721841220687432,0.6132314278970201,0.4144037780401416,0.7666666666666669,,0.6262626262626263
1.0,0.6521739130434783,0.6072479798318433,0.20891048170353524,0.3213629034893005,0.8533681375878999,0.5501531393568144,0.933529531154861,0.40085287846481876,0.6780487804878049,0.4578313253012049,,,0.43381180223285476,,,,,0.9974554521325212,0.0,0.0,0.0,0.0,0.002544547867478777,0.6875699888017917,0.462564687779885,0.7789508569264274,0.5556510528577568,0.6144329896907219,0.188636651321465,0.40969162995594705,,0.588235294117647,0.3810400411690256,0.1398295665061134,0.22773066267052974,0.846896661635608,0.6772378516624046,0.9257009345794392,0.4917895908711383,0.6777777777777778,0.4864864864864865,,,0.43328929986789955,,,,,0.9980862341477046,,,,,0.002850785254229803,0.23380281690140858,0.271966433748174,0.5975363228074368,0.44184205839868607,0.6700000000000002,0.19406226932324305,0.36868686868686884
0.875,0.5289855072463768,0.6869384954605445,0.23671697333057679,0.33344691966639745,0.6564329254666486,0.5972434915773347,0.9651918002841486,0.3347547974413646,0.7707317073170732,0.4578313253012049,0.428341384863124,,,0.6204229399530267,,0.6310160427807484,0.2500000000000002,0.0,0.0,0.0,0.3388098939110393,0.5084782807996043,0.24524365654508795,0.9563269876819709,0.44697784996461265,0.7853972900240782,0.5380329976430256,0.7855670103092782,0.2570927969789797,0.8061674008810571,0.9999999999999999,0.338235294117647,0.5796582357127142,0.17969618377176733,0.2431982616832013,0.6285394319600152,0.740153452685422,0.9621495327102804,0.40551071527971055,0.7833333333333334,0.4864864864864865,0.4822233350025032,,,0.6415874958278324,,0.6292134831460671,0.2687499999999998,,,,0.3430339062963816,0.5903245011652893,0.28735989074372276,0.9098591549295778,0.24189236865989028,0.610191708995576,0.4137197317749356,0.9466666666666661,0.30655946227646386,0.8232323232323231
0.375,0.4927536231884058,0.6931922853339334,0.26069878023568327,0.33557487658161783,0.4868852577400896,0.4318529862174575,0.976354779784859,0.3974413646055437,0.7219512195121951,0.5180722891566266,0.5487117552334947,0.45531742822482796,,0.3894604783820605,0.39452529452529456,,,0.10887731064064884,0.0,0.000951496688944989,0.3175470243060683,0.37109027761452157,0.2767474159958871,0.8913773796192608,0.44917343413284966,0.7899684906398665,0.5364052715207029,0.3587628865979377,0.0705469939115782,0.4801762114537445,0.33333333333333337,0.2647058823529411,0.5952449895931312,0.2140792886254168,0.24592205680218282,0.44054888103743456,0.5191815856777496,0.975,0.4873364876148066,0.7277777777777779,0.6216216216216217,0.6319479218828241,0.45014111006585145,,0.3714784274012206,0.4564626410742236,,,0.10774181288144212,,0.0003831654047697815,0.32146058268214495,0.4305678585061741,0.3242908315689288,0.7464788732394367,0.24612864428968273,0.6191657118681634,0.4111215195938492,0.25666666666666604,0.0,0.4494949494949497
0.25,0.5289855072463768,0.6805786440072119,0.2596133967335125,0.33595667127361883,0.6586402838624614,0.34762633996937164,0.9739192206210676,0.4302771855010661,0.7560975609756098,0.48192771084337355,0.3627214170692433,0.48402749696724606,,0.5795066855809795,0.41302841302841303,,,0.0,0.0,0.0,0.008073277123768563,0.8607922616263801,0.2259594993144672,0.9115341545352744,0.4490396027511798,0.7916437719261169,0.5376942259735278,1.0,0.1561784612973196,0.6255506607929516,0.16666666666666666,0.338235294117647,0.5638071372066827,0.21252315672471286,0.2464107558501227,0.6309869001350519,0.40664961636828656,0.972196261682243,0.5301976064569998,0.7666666666666667,0.5405405405405406,0.40060090135202775,0.4835371589840075,,0.5937362074549635,0.4784578630859214,,,,,,0.007468284271334384,0.9999999999999999,0.2647536341583692,0.7971830985915493,0.2458704229794404,0.6224545587901903,0.41317897699670536,,0.14072220422044313,0.6161616161616164
0.5,,,0.2176452346495762,0.33258199289634566,0.645127233164958,0.5095712098009185,0.9905622082403085,,,,0.6111111111111114,,,,,,,0.0,0.0,0.0,0.0,0.635247851841335,0.4340798442064265,0.9686450167973126,0.46354123064043534,,,0.24742268041237114,0.6790612497826604,0.4713656387665196,0.5,,,0.15235272323082624,0.24209115124421973,0.616003940597293,0.6230179028132996,0.9913551401869158,,,,0.7095643465197793,,,,,,,,,,,0.7377338862022066,0.5087270606864035,0.9408450704225355,0.27385062693076506,,,0.07666666666666694,1.0,0.4393939393939394
0.0,0.5362318840579711,0.6431765871558536,0.20911722141823444,0.33248818634795835,0.6071004344701172,0.29173047473200586,0.9421554698599554,0.3535181236673774,0.8195121951219513,,0.4186795491143319,,,0.5242675200727266,0.3724878724878725,,,0.0,0.0,0.0,0.0,0.4747106622086041,0.5770968274268741,0.9451287793952967,0.4610225438019494,0.7894915254237288,0.5305494505494507,0.8185567010309281,0.0,,,0.3529411764705882,0.4705873990053445,0.14012597258243795,0.24197107840966264,0.573840701596009,0.3319693094629161,0.9356308411214953,0.4300027831895352,0.838888888888889,,0.47020530796194265,,,0.52913436941336,0.4302660845209655,,,,,,,0.5510590540255971,0.6763817100485718,0.8816901408450704,0.2689909400067496,0.6182293523469994,0.4017743295665373,1.0,,
0.125,0.5507246376811594,0.6577437478276791,0.2797705189166839,0.3333146121896512,0.6756903020503511,0.1665390505359876,0.9292673026182261,0.346908315565032,0.6731707317073171,0.4216867469879519,0.4512882447665059,,,0.47713219449450034,,,,0.0,0.0,0.33291602617942095,0.014476894875334314,0.18698029687150025,0.48761548579306846,0.9182530795072787,0.44795637724357446,0.7877161301330907,0.5357511615900878,0.0,0.35354277339529155,0.4801762114537441,0.0,0.38235294117647056,0.5068941430317786,0.24142274916635792,0.24302890747457587,0.6498915678037969,0.1647058823529418,0.9207943925233645,0.42137489563039243,0.6722222222222223,0.40540540540540543,0.5107661492238356,,,0.4740099184730597,,,,,,0.33292033487095857,0.013965399694743709,0.21648226353675087,0.5714853360777412,0.8140845070422535,0.24378039068378812,0.6147439655138036,0.4100774149584399,,0.4650602294906102,0.4494949494949493
0.25,,,0.22643167252429192,0.332698112200966,0.5797742422142492,0.5042113323124039,0.9652932819159732,,,,0.5060386473429954,,,,,,,0.0,0.0,0.0,0.0,0.3420732363727354,0.6952588841351611,0.8936170212765957,0.44326862704060277,,,1.0,0.1561784612973196,0.5594713656387668,0.16666666666666666,,,0.16494998147462023,0.24223978451441525,0.5435420486821754,0.6158567774936065,0.9622663551401869,,,,0.5788683024536803,,,,,,,,,,,0.3968264474570311,0.814899652038752,0.7521126760563381,0.2347355987643104,,,,0.14072220422044313,0.5404040404040409
0.5,0.5362318840579711,0.7281666916353753,0.4934360140583006,0.39101573156217473,0.6413794908833655,0.48085758039816195,0.9203369190176578,0.4170575692963753,0.7414634146341463,0.48192771084337355,0.44444444444444464,0.46502224019409605,,0.5664243690015732,0.412959112959113,0.6844919786096254,,1.0,0.0,0.0,0.0,0.0,0.0,0.8600223964165732,0.4494641308022893,0.7885652093662685,0.5382593373580983,0.24742268041237114,0.6790612497826604,0.49779735682819387,0.5,0.3529411764705882,0.6824141260960944,0.5477584290477955,0.31688661868221674,0.6118485302299344,0.5846547314578009,0.9105140186915888,0.5129418313387142,0.7500000000000001,0.5405405405405406,0.5022533800701049,0.4614299153339605,,0.5784365249001009,0.47837548397726337,0.685393258426966,,,,,,,,0.6676056338028167,0.24668952974068223,0.6164108447689548,0.4140810201985226,0.07666666666666694,1.0,0.46969696969696995
1.0,0.5797101449275363,0.6199906738689414,0.2397663841223899,0.3347493443920438,0.7772028570140087,0.6320826952526797,0.976354779784859,0.32771855010660983,0.6829268292682927,0.4759036144578314,,,,,,,,0.0,0.0,0.030598697493185015,0.5952168231470099,0.17772346642457845,0.2809266809643892,0.9372900335946248,0.44839285320878586,0.7851147514394615,0.5314685314685316,0.6144329896907219,0.188636651321465,0.27753303964757703,,0.4411764705882353,0.41279954056871965,0.18406817339755466,0.24486537161629354,0.7624463518893784,0.7867007672634276,0.975,0.3963261898135263,0.6833333333333335,0.5270270270270271,,,,,,,,,,0.03008150773420393,0.6031845710047359,0.20571829492536725,0.3291900623253613,0.8619718309859155,0.24462255037921904,0.6096370402590499,0.40324138671246107,0.6700000000000002,0.19406226932324305,0.21717171717171746
0.875,0.5362318840579711,0.7760315425926557,0.22477775480669837,0.3346286193606793,0.6340592871705374,0.5624042879019903,0.9043028211893648,0.31279317697228143,0.7853658536585366,0.5301204819277109,0.37962962962962987,,0.6552209400506612,0.6643360646253458,0.4187803187803188,,0.5459183673469388,0.0,1.0,0.0,0.0,0.0,0.0,0.9305711086226205,0.42390252197572204,0.773636122881356,0.5408653846153847,0.7855670103092782,0.2570927969789797,0.5991189427312773,0.9999999999999999,0.3529411764705882,0.8017110111047518,0.16257873286402372,0.24471084299364265,0.6037320568670601,0.693606138107417,0.8920560747663552,0.37684386306707485,0.8,0.6486486486486487,0.4216324486730093,,0.6716916621338098,0.6929436041593036,0.4852953291045391,,0.6312499999999996,,,,,,,0.8450704225352113,0.19736961657277852,0.5871026440879382,0.41824085005903183,0.9466666666666661,0.30655946227646386,0.5858585858585859
0.875,0.5942028985507247,0.7011662762031313,0.26509199917304116,0.36288068425691394,0.653864603906209,0.538284839203675,0.9145524660036534,0.3321961620469083,0.8146341463414635,0.48192771084337355,0.38083735909822897,,0.4884939621781726,0.5977060668468372,0.41995841995842,0.49732620320855625,0.42346938775510246,1.0,0.0,0.0,0.0,0.0,0.0,0.8656215005599104,0.44672212766663655,0.7869409392966475,0.53981701118265,0.7855670103092782,0.2570927969789797,0.5462555066079293,0.9999999999999999,0.47058823529411764,0.6151191196229479,0.22037791774731383,0.28087362237846086,0.6256917361375517,0.6613810741687983,0.9038551401869159,0.40217088783746174,0.8333333333333334,0.5405405405405406,0.4231347020530795,,0.492168333647858,0.615020263254443,0.48669577395172586,0.4887640449438203,0.4812500000000002,,,,,,,0.6816901408450702,0.241398964601607,0.6132221410790988,0.4165674133635687,0.9466666666666661,0.30655946227646386,0.5252525252525252
0.5,0.5797101449275363,0.7212133226945354,0.21309696092619393,0.3288403570597164,0.7687239964661571,0.4927258805513014,0.9855896082809011,0.3652452025586354,0.8097560975609757,0.5060240963855422,0.7045088566827696,0.48847553578649394,,0.6791031416241096,,,,0.0,0.0,0.958469235267364,0.0,0.04100266133976893,0.005002923786628549,0.9563269876819709,0.4532465979275762,0.7858007609823591,0.5274725274725276,0.24742268041237114,0.6790612497826604,0.6960352422907486,0.5,0.4411764705882353,0.6650837628260096,0.14583178955168583,0.23730183931975268,0.7530451865005567,0.6005115089514071,0.9856308411214953,0.44531032563317563,0.8277777777777778,0.5945945945945946,0.825738607911867,0.48871119473189084,,0.7102136028612118,,,,,,0.9595526254348924,,0.0467374793109511,0.005732667835196774,0.9098591549295778,0.25398762085244786,0.6109837874543756,0.39686287738235787,0.07666666666666694,1.0,0.6969696969696968
0.625,0.5507246376811594,0.6684132574229572,0.26142236923713047,0.33742514558518427,0.7084453494214816,0.5719754977029097,0.9829510858534606,0.376545842217484,0.7609756097560976,0.5361445783132531,0.41304347826086973,0.4731095835018195,,0.44222531977844004,,,,0.0,0.004436937112254508,0.6055874271213619,0.2034996012304144,0.0,0.20872286268068846,0.9563269876819709,0.44947946907195613,0.7889455885628658,0.5379101185552799,0.6742268041237117,0.9999999999999998,0.6211453744493394,0.6666666666666666,0.38235294117647056,0.5334865011783165,0.2151167098925528,0.2482904100543891,0.6862096102950974,0.706393861892584,0.9825934579439253,0.46006123016977457,0.7722222222222223,0.6621621621621622,0.46319479218828213,0.4708372530573848,,0.43318655978911,,,,,0.0038858852449073626,0.6060620949342569,0.20574798080428586,,0.24454762641056962,0.9098591549295778,0.2467191242053048,0.6171575903812885,0.4135235894766686,0.7666666666666669,,0.6111111111111114
0.5,,,0.24710564399421128,0.33295821885017324,0.6854743278117861,0.5742725880551303,0.9892429470265882,,,,0.3719806763285028,,,,,,,0.0,0.0,0.0,0.0,0.5624790330266499,0.498907046944936,0.9384098544232924,0.4496494349100042,,,0.24742268041237114,0.6790612497826604,0.4140969162995597,0.5,,,0.19459058910707672,0.24257272228042823,0.6607398703360338,0.709462915601024,0.9898364485981308,,,,0.4121181772658988,,,,,,,,,,,0.6531173118682564,0.584722104768001,0.8647887323943662,0.2470470652371434,,,0.07666666666666694,1.0,0.37373737373737426
0.125,0.5434782608695653,0.6835425735553189,0.20420715319412858,0.3256945939249659,0.5873274543354197,0.17228177641653858,0.9348487923685813,0.3326226012793177,0.702439024390244,0.5180722891566266,0.2983091787439618,,,0.4179471509403785,0.37172557172557175,,,0.0,0.0,0.9972687824385265,0.0,0.0,0.0027312175614736664,0.9328107502799552,0.45814148179154457,0.792090395480226,0.5470085470085471,0.0,0.35354277339529155,0.4449339207048458,0.0,0.3676470588235294,0.5711943442156391,0.13308632826972955,0.2332752473288063,0.5519168764042764,0.17237851662404113,0.9272196261682243,0.4027275257445032,0.7055555555555556,0.6216216216216217,0.3204807210816225,,,0.4047934022025996,0.429359914325727,,,,,0.9984191019607779,,,0.0030696127066661087,0.8507042253521127,0.26343206735719915,0.6233313527431175,0.42804670077397344,,0.4650602294906102,0.4090909090909093
0.625,0.6159420289855073,0.7224588520208121,0.24705395906553648,0.34042298651580943,0.5604667260154207,0.4988514548238893,0.966206616602395,0.3786780383795309,0.7902439024390244,0.5662650602409639,0.44041867954911423,0.45491306105944174,0.5103668261562998,0.5921676409259119,0.29604989604989607,0.5935828877005351,,0.5445221917993441,0.0,0.008545448399418586,0.49452445265951683,0.0,0.0064699320555724575,0.9552071668533035,0.4481190249586095,0.7895000151602438,0.5392871886610706,0.6742268041237117,0.9999999999999998,0.5903083700440528,0.6666666666666666,0.5147058823529411,0.6681880818793449,0.19451648758799556,0.25212766091032296,0.5221343191873753,0.6086956521739134,0.9633177570093459,0.4628444197049819,0.8055555555555557,0.7297297297297298,0.4972458688032041,0.44967074317968014,0.5157199471598415,0.6085431108380912,0.33940192767114263,0.5898876404494385,,0.5442526513560751,,0.007990216708533433,0.5010220156033027,,0.0074523989566544395,0.9070422535211271,0.24409421174399265,0.6182460190668125,0.4157216990197962,0.7666666666666669,,0.5757575757575759
0.375,0.5652173913043479,0.6692900476056274,0.2506202191440976,0.33330549671596815,0.6365659241080176,0.555513016845329,0.986502942967323,0.3850746268656716,0.7414634146341463,0.5301204819277109,0.39774557165861496,0.4953497775980588,,0.5905461678576434,0.346015246015246,0.6577540106951869,,0.0,0.0,0.0,0.0,0.22241702472011335,0.8018564298707962,0.916013437849944,0.449523159491619,0.7897549390046421,0.5367466927976483,0.3587628865979377,0.0705469939115782,0.4052863436123348,0.33333333333333337,0.4117647058823529,0.5356717861109297,0.1996294924045943,0.2430172396242789,0.6065113581995901,0.6843989769820977,0.9866822429906542,0.47119398831060394,0.7500000000000001,0.6486486486486487,0.44416624937406035,0.4967074317968015,,0.6066468088287957,0.3987972650135926,0.6573033707865165,,,,,,0.25768857367063225,0.9398608542033103,0.8084507042253521,0.24680342280007087,0.6187464756217098,0.4116665037336722,0.25666666666666604,0.0,0.36363636363636387
0.75,0.5144927536231885,0.6826903809282637,0.37714492454000415,0.3706857681584406,0.716813467564097,0.4816232771822353,0.9870103511264462,0.3366737739872068,0.9121951219512195,0.5240963855421688,0.3659420289855074,0.4803881924787705,0.9999999999999999,0.5245601430306354,0.40769230769230774,0.4171122994652404,,0.0,0.09777827810522424,0.45459260390952294,0.29887381300154375,0.20172729486276342,0.001716748550613928,0.8387458006718924,0.449892114976477,0.7878408013929603,0.5398619585875764,0.1999999999999998,0.35942235908331255,0.5462555066079293,0.8333333333333334,0.3088235294117647,0.5690703654754617,0.38103001111522783,0.29086416743233845,0.695487987054326,0.585677749360614,0.9872663551401869,0.40801558586139713,0.9444444444444445,0.6351351351351352,0.40460691036554797,0.4793038570084666,,0.5294765900236851,0.4721146717192521,0.4044943820224717,,,0.09741751773746898,0.45480680512368377,0.30251472834198806,0.23363027379796064,0.0018803801940328938,0.6140845070422534,0.2475153049276586,0.6149887152717414,0.4166391593983507,0.0,0.4747224282497903,0.5252525252525252
0.625,0.48550724637681164,0.7442577031922144,0.4262972917097374,0.39863612338156207,0.6063406792546101,0.49310872894333835,0.9609295717475137,0.26183368869936036,0.6975609756097562,0.48795180722891573,0.47987117552334946,0.4516781237363524,0.25305688463583187,0.47957580193048777,0.407969507969508,,,0.0,0.9985244428623513,0.0,0.0,0.0,0.0014755571376488111,0.8768197088465846,0.44967222607799195,0.7871717601107777,0.537850279841837,0.6742268041237117,0.9999999999999998,0.6079295154185018,0.6666666666666666,0.24999999999999997,0.7225188692840022,0.4515005557613931,0.3266407569798073,0.5729983025029124,0.6010230179028141,0.9572429906542056,0.31032563317561923,0.7000000000000001,0.5540540540540541,0.5463194792188277,0.4459078080903105,0.2386613826508145,0.476867701177857,0.47244418815388417,,,,1.0,,,,0.001597638516371417,0.7098591549295776,0.24709103971597138,0.6136752795044619,0.4134280736082212,0.7666666666666669,,0.5959595959595957
0.25,0.5797101449275363,0.6902059073422062,0.2529977258631383,0.34718761277956917,0.5454777391997667,0.45903522205206676,0.9686421757661864,0.4628997867803838,0.6390243902439025,0.5240963855421688,0.34782608695652173,0.4678528103517992,,0.4865396841643516,,0.4010695187165775,,0.0,0.15283079909414427,0.0,0.7007857941883886,0.23301680149572312,0.015407635069556778,0.9417693169092947,0.44857053781364387,0.7942337675401097,0.5320703035836568,1.0,0.1561784612973196,0.44933920704845803,0.16666666666666666,0.4411764705882353,0.587801832772494,0.2030381622823268,0.2607864151675983,0.505514875658429,0.5554987212276215,0.9661214953271028,0.5727804063456721,0.6333333333333334,0.6351351351351352,0.38207310966449626,0.464722483537159,,0.48501191530697263,,0.38764044943820214,,,0.15258227224118373,,0.7102949290236363,0.27001413857695256,0.017929808220720773,0.8732394366197183,0.2449653844059162,0.6275391372266917,0.40420194857745434,,0.14072220422044313,0.41414141414141425
0.875,0.5,0.7781648944180336,0.23160016539177175,0.34141133721624495,0.5414007670973217,0.49502297090352204,0.9661051349705704,0.3392324093816631,0.8390243902439025,0.5060240963855422,0.4384057971014493,,,0.6750684232473564,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9171332586786114,0.4459654828219081,0.785039113428944,0.5461538461538462,0.7855670103092782,0.2570927969789797,0.22026431718061673,0.9999999999999999,0.27941176470588236,0.8070281116974656,0.17236013338273434,0.2533927545757224,0.5009944228447064,0.6035805626598472,0.9632009345794392,0.411355413303646,0.8611111111111112,0.5945945945945946,0.4947421131697541,,,0.7054950264540512,,,,,,,,,,0.8112676056338028,0.23993905422217254,0.6094885506650213,0.42668240850059025,0.9466666666666661,0.30655946227646386,0.15151515151515182
0.0,,,0.223847426090552,0.3327909254798986,0.6085049268002927,0.5164624808575797,0.9854881266490766,,,,0.35668276972624796,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.8902575587905934,0.4470337531869554,,,0.8185567010309281,0.0,,,,,0.16124490552056317,0.24235858595927767,0.575397970359753,0.6322250639386189,0.9855140186915888,,,,0.393089634451677,,,,,,,,,,,,,0.743661971830986,0.24200023127880663,,,1.0,,
0.875,0.5869565217391305,0.6278289496725902,0.2782199710564399,0.33708545386096544,0.8700370533921966,0.47128637059724365,0.9694540288207835,0.3260127931769723,0.848780487804878,0.5421686746987953,0.46175523349436387,,,0.5204832349166965,0.3341649341649342,,,0.0,0.0,0.0,0.7369306270630058,0.0,0.3436315407040367,0.9451287793952967,0.44918800958783406,0.7869905773213921,0.5404475043029261,0.7855670103092782,0.2570927969789797,0.45374449339207024,0.9999999999999999,0.45588235294117646,0.4323354185358025,0.23919970359392367,0.24785560300835932,0.8653787717545489,0.5718670076726353,0.9670560747663551,0.3940996381853604,0.8722222222222223,0.6756756756756757,0.523785678517776,,,0.5247086729984392,0.384710437433067,,,,,,0.7469675038488292,,0.40269714544394514,0.8816901408450704,0.24615676693951635,0.6133195885144858,0.4175738203276929,0.9466666666666661,0.30655946227646386,0.41919191919191917
