Year,suicide_rates,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,productivity,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,no_rainy_days,inflation,previous_period_happiness_change
0.375,0.5579710144927537,0.7036783877522536,0.27160430018606574,0.3347679112062342,0.6181778550029835,0.5742725880551297,0.9767607063121575,0.42174840085287846,0.751219512195122,0.42954911433172366,0.0,0.0,0.0,0.6155355869275209,0.11557335378650356,0.3487952548210308,0.9148936170212767,0.44935240743154675,0.7905288004458578,0.5377176015473889,0.3587628865979377,0.0705469939115782,0.5991189427312777
0.875,0.5579710144927537,0.7151043438189724,0.3612259665081662,0.34249445245458815,0.5402141916702125,0.41692189892802406,0.9755429267302619,0.38336886993603414,0.8536585365853658,0.3558776167471821,0.0,0.0671556999621265,0.009259074690533617,0.5297578212576536,0.09185082757751241,0.36991448561803575,0.9227323628219486,0.449728645501903,0.788478495150387,0.5393508225878169,0.7855670103092782,0.2570927969789797,0.5594713656387664
0.5,0.44927536231884063,0.7066222972095022,0.41596030597477773,0.48798693568390505,0.6078433904209265,0.48085758039816195,0.9707732900345037,0.4049040511727079,0.775609756097561,0.41425120772946883,1.0,0.0,0.0,0.0,0.0,0.0,0.8611422172452408,0.44975167628216733,0.7886072641755945,0.5384615384615385,0.24742268041237114,0.6790612497826604,0.5022026431718065
0.875,0.5579710144927537,0.6752149875340986,0.27057060161256974,0.3404393102135371,0.7129024503838963,0.5049770290964772,0.9363710168459509,0.35628997867803835,0.8390243902439025,0.4174718196457329,0.024108422269298223,0.0,0.3346666131896259,0.53308837089791,0.17086757769376965,0.014194508150994855,0.9507278835386339,0.4478613764765035,0.7880102296660315,0.5404339250493098,0.7855670103092782,0.2570927969789797,0.563876651982379
0.375,0.5362318840579711,0.6863675628747218,0.25992350630556127,0.3453167164039726,0.5017661343165785,0.5738897396630928,0.9768621879439822,0.4036247334754797,0.7219512195121951,0.3458132045088568,0.0,0.0,0.6959091543724112,0.0,0.30502529695680275,0.032354446874854566,0.9652855543113104,0.449181790301257,0.790306678972982,0.5363670982482864,0.3587628865979377,0.0705469939115782,0.6211453744493389
0.25,0.5579710144927537,0.6878856215949357,0.24834608228240646,0.33461871007545824,0.5870232162387348,0.3250382848392035,0.983965902171707,0.39978678038379534,0.7268292682926829,0.39090177133655424,0.0,0.0,0.0,0.0,0.3876051025128587,0.654696132596685,0.9361702127659575,0.4493275400379594,0.790878221499884,0.5358271865121181,1.0,0.1561784612973196,0.10132158590308349
0.125,0.5797101449275363,0.678829338071265,0.2578044242298946,0.33633257484847306,0.46845006530592925,0.28254211332312396,0.903389486502943,0.3458422174840085,0.6390243902439025,0.3667471819645738,0.0,0.0,0.0,0.3765309388172179,0.5443923180510956,0.1796517597100093,0.9686450167973126,0.4455831077139191,0.7874284577818045,0.532845251228563,0.0,0.35354277339529155,0.46696035242290734
0.375,0.5652173913043479,0.7028584073337634,0.2500516849286748,0.33998889795726434,0.6007246519435169,0.475114854517611,0.9816318246397402,0.3701492537313433,0.7560975609756098,0.46497584541062786,0.0,0.0,0.007234757746696546,0.687006493889578,0.33013303905376484,0.08675913762460397,0.8264277715565509,0.44922195394477527,0.7888223498063347,0.5374641565889541,0.3587628865979377,0.0705469939115782,0.3039647577092509
0.75,0.4710144927536232,0.7037225090117832,0.25527186272482943,0.33898475461571187,0.5428310193915227,0.44984686064318485,0.9728029226709966,0.40298507462686567,0.8097560975609757,0.37842190016103083,0.0,0.0,0.5844386540024096,0.11640425582027332,0.24962363731121692,0.08950155501386904,0.9776035834266517,0.4488719770629312,0.7905434115480856,0.5399614313263339,0.1999999999999998,0.35942235908331255,0.5903083700440525
0.75,0.5797101449275363,0.7351694628487273,0.23439115154021087,0.33296124114059766,0.5724527047866512,0.575038284839203,0.9820377511670388,0.38891257995735606,0.7414634146341463,0.2950885668276972,0.0,0.0,0.0,0.0,0.4747106622086041,0.5770968274268741,0.9451287793952967,0.4485393510063374,0.7918600885242362,0.5350318471337581,0.1999999999999998,0.35942235908331255,0.46696035242290734
0.125,0.5217391304347826,0.6712634697956826,0.32721728344014883,0.34367676903981587,0.5924887466210543,0.2745022970903518,0.8994317028617821,0.32409381663113007,0.5902439024390245,0.41103059581320484,0.0,0.8686354145155,0.0,0.0,0.04106654226596612,0.0947798352493059,0.942889137737962,0.4483114749870556,0.7874688730018475,0.5356908494349254,0.0,0.35354277339529155,0.5330396475770925
0.25,0.6014492753623188,0.6664538103274458,0.2937254496588795,0.33784002412108244,0.6401565500039617,0.33192955589586537,0.9700629186117313,0.4673773987206823,0.6975609756097562,0.4649758454106284,0.10887731064064884,0.0,0.000951496688944989,0.3175470243060683,0.37109027761452157,0.2767474159958871,0.8913773796192608,0.4493657947764463,0.7910686545016115,0.536777859623277,1.0,0.1561784612973196,0.5903083700440525
0.375,0.6086956521739131,0.6860311709953827,0.3155364895596444,0.3395369925813214,0.4717006266802036,0.566615620214395,0.9412421351735336,0.40341151385927504,0.6292682926829268,0.37721417069243174,0.0,0.0,0.3983201916938206,0.0,0.442397524649758,0.20756328300541418,0.975363941769317,0.448935273933341,0.7890622188635791,0.5360117589416954,0.3587628865979377,0.0705469939115782,0.5418502202643171
0.625,0.572463768115942,0.6982392741574519,0.2462786851354145,0.33375848541612896,0.7092869788552986,0.5371362940275652,0.9915770245585549,0.34051172707889127,0.7707317073170732,0.45289855072463764,0.0,0.0,0.054135287939395295,0.0,0.39642221993741633,0.5927059822565868,0.9675251959686451,0.44979901755595497,0.7867491276171485,0.5381787330316743,0.6742268041237117,0.9999999999999998,0.6123348017621144
0.375,0.5,0.6930189157190005,0.3196712838536283,0.34484050452774617,0.6735533597642773,0.535222052067381,0.9448954739192207,0.4253731343283582,0.6439024390243903,0.3969404186795491,0.0,0.0,0.8906735788498682,0.0,0.0,0.10932642115013176,0.9529675251959688,0.4490468448822207,0.7894689150471194,0.5363465455115151,0.3587628865979377,0.0705469939115782,0.48458149779735676
0.25,0.4420289855072464,0.6713748388411374,0.2955861070911722,0.3469391114740242,0.6645532333598543,0.47473200612557404,0.9528110412015426,0.5872068230277185,0.624390243902439,0.378824476650564,0.07489064107903097,0.0,0.37733387941092456,0.23635883496389132,0.3571413427328074,0.01909091847726952,0.9350503919372901,0.4489530061290036,0.7941775474644158,0.5352778063058438,1.0,0.1561784612973196,0.46696035242290734
0.25,0.5434782608695653,0.6781916120375172,0.22601819309489352,0.3330200425978711,0.6451932917174698,0.4586523736600303,0.9626547594885326,0.4093816631130064,0.751219512195122,0.3752012882447668,0.0,0.0,0.4571501718967157,0.0,0.11098596783153857,0.44397630019749834,0.9395296752519597,0.44227104492079927,0.8011819803746655,0.5334008097165993,1.0,0.1561784612973196,0.6475770925110131
0.25,0.5144927536231885,0.6704291765585448,0.2591999173041141,0.3371802117491145,0.5314543971409751,0.48277182235834615,0.9795007103714228,0.4330490405117271,0.7268292682926829,0.4118357487922707,0.0,0.004436937112254508,0.6055874271213619,0.2034996012304144,0.0,0.20872286268068846,0.9563269876819709,0.4492910938358324,0.7918178713230586,0.5365239294710329,1.0,0.1561784612973196,0.634361233480176
0.25,0.427536231884058,0.7009713961301383,0.24844945213975606,0.3342533341712971,0.4779034242601543,0.36983154670750323,0.9323117515729653,0.4417910447761194,0.6682926829268293,0.4122383252818039,0.0,0.0,0.0,0.7033177751667865,0.1325555356484125,0.2554806904539933,0.9708846584546473,0.44605751331829474,0.7937178226412912,0.53268574428984,1.0,0.1561784612973196,0.5594713656387664
0.25,0.5652173913043479,0.6820368918004025,0.24260905519950382,0.3545440478243288,0.4927972954249298,0.3326952526799387,0.97747107773493,0.40767590618336885,0.7609756097560976,0.3711755233494363,0.0,0.0,1.0,0.0,0.0,0.0,0.8880179171332587,0.44866490795993264,0.7921847565127029,0.5374857700439096,1.0,0.1561784612973196,0.8061674008810571
0.75,0.5652173913043479,0.6819783826457522,0.2203328509406657,0.3343512910293766,0.6532357932853842,0.5302450229709034,0.965902171706921,0.3927505330490405,0.8439024390243903,0.3929146537842192,0.0,0.0,1.0,0.0,0.0,0.0,0.9148936170212767,0.4249536566405549,0.8196125907990315,0.5897435897435899,0.1999999999999998,0.35942235908331255,0.5594713656387668
0.375,0.6231884057971014,0.6658205029072933,0.26281786231135,0.35616706803188936,0.556353654196107,0.5252679938744252,0.9833570123807591,0.3622601279317697,0.6878048780487805,0.43518518518518523,0.0,0.0,1.0,0.0,0.0,0.0,0.8768197088465846,0.449512522673364,0.7882631042059008,0.5352564102564104,0.3587628865979377,0.0705469939115782,0.5682819383259908
0.875,0.5652173913043479,0.7110437918078728,0.26700434153400865,0.33512316535842956,0.6192152118020665,0.4877488514548233,0.9808199715851431,0.38550106609808105,0.7902439024390244,0.4311594202898554,0.0,0.0,0.05450626592037894,0.3252357917961755,0.2195071218241465,0.4602618822467009,0.9406494960806271,0.4494528493691323,0.7892296655008519,0.538949938949939,0.7855670103092782,0.2570927969789797,0.6651982378854625
0.625,0.5652173913043479,0.6812067577054467,0.250516849286748,0.3352326592203452,0.5377798209151785,0.5470903522205205,0.9891414653947636,0.28742004264392323,0.7560975609756098,0.4778582930756845,0.0,0.0,0.0,0.008073277123768563,0.8607922616263801,0.2259594993144672,0.9115341545352744,0.4496781708496209,0.7835598635403693,0.5374784959449497,0.6742268041237117,0.9999999999999998,0.5330396475770925
0.25,0.5869565217391305,0.678418536609399,0.2660223278891875,0.334476518901535,0.4438030755507931,0.4479326186830012,0.9666125431296936,0.49466950959488276,0.7219512195121951,0.4722222222222223,0.0,0.0,0.0,0.5166344864233453,0.1490115844111832,0.40709541122788895,0.9283314669652856,0.44887248701979104,0.793937840904931,0.5366339923575346,1.0,0.1561784612973196,0.4933920704845812
0.375,0.6521739130434783,0.6874614770861278,0.23258217903659292,0.332798922615111,0.5112434648731922,0.5222052067381319,0.9598132737974427,0.4277185501066098,0.6780487804878049,0.3828502415458939,0.0,0.0,0.0,0.2695457324687235,0.16525204513857308,0.6127040568934864,0.9462486002239643,0.44540163923358406,0.7978555373306604,0.5274331403363662,0.3587628865979377,0.0705469939115782,0.6387665198237883
0.375,0.5217391304347826,0.7159210742800758,0.2583729584453173,0.3392279784603313,0.5350051916893959,0.4969372128637057,0.9702658818753805,0.36716417910447763,0.7951219512195122,0.4746376811594205,0.0,0.0,0.6751151261274603,0.2818625701406807,0.0019710974523623414,0.07207988660164596,0.9059350503919372,0.44883630091217136,0.7885277329963836,0.5392525212576628,0.3587628865979377,0.0705469939115782,0.5286343612334803
0.625,0.5289855072463768,0.7020904724344962,0.18627248294397353,0.33164428794580375,0.5125251093530246,0.44257274119448664,0.9768621879439822,0.32537313432835824,0.7658536585365854,0.2379227053140101,0.0,0.0,0.0,0.0,0.38394518242387954,0.657956627757658,0.9563269876819709,0.45102315922586844,0.790333214295525,0.5389602293978307,0.6742268041237117,0.9999999999999998,0.6211453744493389
