Year,suicide_rates,crimes,population,population_density,unemployment,mean_income_support,n_is_claimants,house_sales,bankruptcy,processing,productivity,road_casualties,ofsted,infant_mortality,childhood_tooth_decay,gp_access,dental_access,Core City,Other City,Large Town,Medium Town,Small Town,Village or smaller,gardens_perc,income_support_rate,house_sales_pp,bankruptcy_pp,no_rainy_days,inflation,previous_period_happiness_change
0.5,0.6231884057971014,0.7105570582292658,1.0,0.400535880257271,0.5662184509330391,0.4643950995405819,0.8850213111426832,0.6786780383795309,0.6682926829268293,0.5060240963855422,0.43075684380032214,0.4739183178325918,0.533385059700849,0.548092566601897,0.42224532224532224,0.5561497326203211,0.42346938775510246,0.9183189292964684,0.0,0.08121155749447122,0.0,0.0,0.000469513209060537,0.8812989921612542,0.4497111009581691,0.7889742552602653,0.5382377918240946,0.24742268041237114,0.6790612497826604,0.5110132158590306
0.5,0.572463768115942,0.7098288938131184,0.2564606160843498,0.3349585391627082,0.6874272653171813,0.6129402756508421,0.9859955348081998,0.4257995735607676,0.8146341463414635,0.5421686746987953,0.3252818035426736,0.4828143954710875,,0.6567044318531564,0.40353430353430353,,,0.0,0.0,0.6353415994721553,0.0,0.12519615915402732,0.2531255087788451,0.9451287793952967,0.4495672642662134,0.7916923991857088,0.5401224955880827,0.24742268041237114,0.6790612497826604,0.5550660792951542
0.625,0.5144927536231885,0.7128392623078627,0.295120942733099,0.3386747541980482,0.7365856555301542,0.5692955589586521,0.9807184899533185,0.33198294243070364,0.7609756097560976,0.4939759036144579,0.4802737520128827,0.45127375657096624,,0.525813919413921,,,,0.0,0.0,0.0,0.4910696783077587,0.2021592640378809,0.3825180287369893,0.9507278835386339,0.4496425721089581,0.7874013955447291,0.5381515730743401,0.6742268041237117,0.9999999999999998,0.6299559471365639
0.625,0.572463768115942,0.6982392741574519,0.2462786851354145,0.33375848541612896,0.7092869788552986,0.5371362940275652,0.9915770245585549,0.34051172707889127,0.7707317073170732,0.5120481927710844,0.45289855072463764,0.47877072381722585,,0.45828833142500386,0.3731808731808732,0.6310160427807484,0.5153061224489799,0.0,0.0,0.054135287939395295,0.0,0.39642221993741633,0.5927059822565868,0.9675251959686451,0.44979901755595497,0.7867491276171485,0.5381787330316743,0.6742268041237117,0.9999999999999998,0.6123348017621144
0.5,0.5434782608695653,0.6820263086290301,0.1974881124664048,0.30335521381919023,0.6469489804907982,0.45788667687595697,0.9715851430891009,0.3742004264392324,0.7121951219512195,0.5060240963855422,0.5100644122383259,0.48443186413263223,0.6251993620414672,0.5355122463512594,0.4164241164241164,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8264277715565509,0.452079321892005,0.7866737288135593,0.5434615384615386,0.24742268041237114,0.6790612497826604,0.5462555066079297
0.625,0.5362318840579711,0.6682975156791535,0.19319826338639653,0.3138445169945066,0.7111377454972178,0.5386676875957119,0.9837629389080577,0.3545842217484009,0.7560975609756098,0.46385542168674704,0.6167471819645736,0.46744844318641304,,0.4853306418832586,,,,0.0,0.0,0.958469235267364,0.0,0.04100266133976893,0.005002923786628549,0.9563269876819709,0.4507824423015425,0.7885391444713479,0.5397356266921485,0.6742268041237117,0.9999999999999998,0.3612334801762116
0.25,0.4565217391304348,0.6601645290920275,0.29780855902418857,0.33946688912936607,0.5967906580945137,0.5088055130168452,0.9605236452202152,0.529637526652452,0.7658536585365854,0.5783132530120483,0.4126409017713371,0.47230084917104714,0.4720893141945772,0.4541213354787983,0.43423423423423424,,,0.0,0.0,0.7768744570877347,0.0,0.06458115954063906,0.1655924402616537,0.9451287793952967,0.44916743380120167,0.792524114871479,0.5382618679179355,1.0,0.1561784612973196,0.5022026431718061
0.5,0.5144927536231885,0.702396830445728,0.2819929708497002,0.34665185450202884,0.6219935978466957,0.5034456355283305,0.9623503145930586,0.43710021321961623,0.6829268292682927,0.5722891566265061,0.4653784219001611,0.4666397088556407,0.55228981544771,0.5765227555269414,0.5046431046431047,,,0.08524201761600184,0.0,0.2663450844366416,0.6004595081687673,0.12140418194475376,0.005441614501881341,0.9552071668533035,0.44902123938496785,0.7906333630686887,0.5360946745562131,0.24742268041237114,0.6790612497826604,0.6123348017621144
0.5,0.5579710144927537,0.6920815197842775,0.2461236303493901,0.33413552314091277,0.5969821765128855,0.5390505359877483,0.974934036939314,0.43091684434968014,0.7414634146341463,,0.49275362318840554,,,,,,,0.0,0.0,0.03333786645425757,0.0,0.6471197497611404,0.3901657179492161,0.9608062709966407,0.44865600112654347,0.7933832513549923,0.5364709227925495,0.24742268041237114,0.6790612497826604,0.5110132158590306
1.0,0.5579710144927537,0.6501984168417392,0.21593963200330782,0.33132611335422807,0.983953291731978,0.5271822358346094,0.9515932616196469,0.353091684434968,0.6097560975609756,0.5120481927710844,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8824188129899215,0.48677562860786355,0.7940480882932598,0.6601073345259393,0.6144329896907219,0.188636651321465,0.40969162995594705
1.0,0.5289855072463768,0.6491779503485064,0.26886499896630145,0.3337045461789766,0.6488255411008022,0.5405819295558956,0.9793992287395982,0.3390191897654584,0.6390243902439025,,,,,,,,,0.0,0.0,0.0,0.2721345431928654,0.4475935393529012,0.35887006813228306,0.948488241881299,0.4494183970107642,0.7873062768879905,0.5340704148043599,0.6144329896907219,0.188636651321465,0.40969162995594705
0.875,0.5579710144927537,0.6819152923904052,0.2339776721108125,0.3408883651078085,0.6464254678474946,0.4670750382848389,0.9751370002029633,0.3304904051172708,0.7707317073170732,0.5060240963855422,0.38526570048309206,,,0.5858492320307831,,,,0.0,0.011913385563517625,0.0,0.833430344377105,0.27587555051513685,0.0,0.9686450167973126,0.44766454091054586,0.7843691148775894,0.537958773252891,0.7855670103092782,0.2570927969789797,0.44052863436123313
0.0,0.5652173913043479,,0.23470126111225967,0.3358623473465513,0.6543376180026498,0.4563552833078097,0.9583925309518977,0.40106609808102345,0.6390243902439025,,0.45450885668276997,,,0.5192028557429847,,,,0.059879314340649435,0.0,0.0,0.8414786116371163,0.0,0.1906335567935039,0.9596864501679732,0.4458233047300126,0.7932997881355932,0.5250000000000001,0.8185567010309281,0.0,
0.375,0.6231884057971014,0.6899005249573902,0.21573289228860865,0.33264657846731915,0.6067071032192767,0.5662327718223577,0.9828496042216359,0.3953091684434968,0.6829268292682927,,0.40257648953301156,,,,,,,0.0,0.0,0.0,0.0,0.22052136541756534,0.803545206628907,0.9092945128779395,0.45895638698645386,0.7578434908041832,0.6006546644844518,0.3587628865979377,0.0705469939115782,0.488986784140969
0.25,,,0.2505685342154228,0.3329205460227509,,,,,,,0.4174718196457329,,,,,,,,,,,,,,,,,1.0,0.1561784612973196,0.6696035242290748
0.25,0.6376811594202899,0.6959545079062197,0.22229687823030803,0.33444160218233754,0.5707323336368277,0.39548238897396637,0.9586969758473717,0.38891257995735606,0.6634146341463415,0.5542168674698796,0.4488727858293078,0.474322684997978,0.28070175438596484,0.6908401845706256,0.2869022869022869,,,0.0,0.9925212609866236,0.0,0.0,0.0,0.007478739013376259,0.9787234042553192,0.4334972791963164,0.8027542372881356,0.4942307692307693,1.0,0.1561784612973196,0.5066079295154188
0.0,0.5507246376811594,0.6594298714232157,0.2298945627455034,0.3328997674736226,0.5508401642366846,0.4762633996937213,0.9240917393951695,0.36801705756929637,0.5951219512195123,,0.4460547504025764,,,,,,,0.0,0.0,0.0,0.2721345431928654,0.4475935393529012,0.35887006813228306,0.948488241881299,0.438511311941848,0.7896289106249533,0.513385293120976,0.8185567010309281,0.0,
0.0,0.5507246376811594,,0.24508993177589414,0.33313222932909076,0.5976383704767145,0.638973966309341,0.9844733103308302,0.35842217484008526,0.7707317073170732,,0.44806763285024165,,,0.5241025641025656,0.2255024255024255,,,0.0,0.0,0.0,0.0,0.44576785516650264,0.6028809647882082,0.9283314669652856,0.4492849102853851,0.7880542633137058,0.5381662483389932,0.8185567010309281,0.0,
0.5,0.4782608695652174,0.7359598656631864,0.3211184618565226,0.33993135954541837,0.5923108890186496,0.5405819295558956,0.9793992287395982,0.4093816631130064,0.7073170731707317,0.5060240963855422,0.3764090177133659,0.4836231298018599,0.7060074428495481,0.45438022816863066,0.5565488565488567,0.5561497326203211,0.3673469387755102,0.0,0.0,0.3983201916938206,0.0,0.442397524649758,0.20756328300541418,0.975363941769317,0.4497029558165689,0.7891311006738819,0.5373802903923387,0.24742268041237114,0.6790612497826604,0.5814977973568279
0.375,0.6666666666666667,0.6838929196897491,0.5121976431672524,0.4771508702476839,0.4016809614526358,0.43185298621745805,0.9358636086868277,0.5275053304904052,0.6292682926829268,0.46385542168674704,0.3663446054750406,0.4549130610594418,0.3062200956937797,0.5351984231546668,0.4460845460845461,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8163493840985443,0.44959830464539785,0.7893094315226232,0.5376502562299715,0.3587628865979377,0.0705469939115782,0.5022026431718061
1.0,0.5434782608695653,0.64933785541139,0.24069671283853628,0.3419471973160932,0.8137115268501693,0.5501531393568144,0.9610310533793384,0.35692963752665247,0.6634146341463415,0.4578313253012049,,,0.5978582820688083,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.902575587905935,0.447153620761825,0.787902348001866,0.5303458009880029,0.6144329896907219,0.188636651321465,0.5374449339207048
0.5,0.572463768115942,0.6979170773642946,0.229997932602853,0.3454978716652874,0.6938149643774483,0.5432618683001531,0.9848792368581287,0.3447761194029851,0.775609756097561,0.5120481927710844,0.4384057971014493,0.4900930044480386,,0.6541236461935973,0.5104643104643105,,,0.0,0.0,1.0,0.0,0.0,0.0,0.7816349384098544,0.4484655837069831,0.7855821182739989,0.5384615384615385,0.24742268041237114,0.6790612497826604,0.7180616740088103
1.0,0.6956521739130435,0.6363360894464675,0.4272793053545586,0.3341509788047251,0.7370076068642297,0.5681470137825418,0.9599147554292673,0.2978678038379531,0.5560975609756098,0.48795180722891573,,,0.4164129331593446,,,,,0.0,0.000558957758763659,0.0,0.28510246916671617,0.380987145107768,0.406098167724182,0.9339305711086228,0.44966435593024295,0.7875302663438257,0.5367504467850489,0.6144329896907219,0.188636651321465,0.4229074889867842
0.625,0.5434782608695653,0.7058334025237505,0.26736613603473225,0.34701466366459743,0.6399000032301337,0.4934915773353748,0.9805155266896692,0.3091684434968017,0.7804878048780488,0.5060240963855422,0.4520933977455718,0.48726243429033544,,0.4940801202045859,0.3534996534996535,,,0.0,0.08629613915994909,0.5568403594708219,0.22927663036741278,0.0,0.15265167585914297,0.9417693169092947,0.4494448470053572,0.7860347528842045,0.5386231415643181,0.6742268041237117,0.9999999999999998,0.5242290748898677
1.0,0.5289855072463768,0.6457633852726387,0.20844531734546207,0.3295772751285702,0.824992018365698,0.5627871362940272,0.9206413639131318,0.23432835820895523,0.6390243902439025,0.4397590361445784,,,0.7208931419457734,,,,,0.0,0.9985244428623513,0.0,0.0,0.0,0.0014755571376488111,0.8768197088465846,0.4645070936829262,0.8145961053011179,0.5613747954173487,0.6144329896907219,0.188636651321465,0.48458149779735676
0.375,0.5869565217391305,0.6911709817210989,0.25206739714699194,0.3400909291213606,0.505718625114425,0.5080398162327717,0.9583925309518977,0.41300639658848615,0.7219512195121951,0.5000000000000001,0.41465378421900206,0.46744844318641304,0.4110275689223057,0.48318341222156735,0.306999306999307,,,0.08524201761600184,0.0,0.2663450844366416,0.6004595081687673,0.12140418194475376,0.005441614501881341,0.9552071668533035,0.4479518678087576,0.7913781521289789,0.5358818011257036,0.3587628865979377,0.0705469939115782,0.47577092511013225
1.0,0.5797101449275363,,0.26343808145544756,0.3342197892696606,0.8214693086514306,0.6412710566615616,0.9795007103714228,0.3194029850746269,0.8097560975609757,0.5180722891566266,,,,,,,,0.0,0.0,0.0,0.23186066317491835,0.3328372083483336,0.4969735707244949,0.9193729003359463,0.4493554935004616,0.7863168485411346,0.5396909027046014,0.6144329896907219,0.188636651321465,0.6431718061674009
0.25,,,0.2543415340086831,0.3338958469790467,0.5972723407072538,0.4617151607963243,0.9779784858940532,,,,0.4774557165861513,,,,,,,0.0,0.0,0.0,0.0,0.6781397371077748,0.3958689595542319,0.9372900335946248,0.4491179812234647,,,1.0,0.1561784612973196,0.5286343612334798
0.125,,,0.20265660533388463,0.33237185711420314,0.6886604703848521,0.1680704441041343,0.8903998376293891,,,,0.38526570048309206,,,,,,,0.0,0.0,0.0,0.4255843246403401,0.0809636135662519,0.5488134206219313,0.9451287793952967,0.4628254499790707,,,0.0,0.35354277339529155,0.5154185022026432
0.75,0.5217391304347826,0.7141392232171595,0.2784267107711391,0.3371006964560621,0.5797304223165125,0.5133996937212858,0.9691495839253096,0.34328358208955223,0.7609756097560976,0.4939759036144579,0.44363929146537884,0.4731095835018194,,0.3640917885519507,0.44712404712404713,,,0.0,0.0,0.0,0.7369306270630058,0.0,0.3436315407040367,0.9451287793952967,0.4491810305524104,0.787583219466814,0.5380657078770287,0.1999999999999998,0.35942235908331255,0.5198237885462554
1.0,0.5869565217391305,0.6224990340148976,0.22927434360140583,0.33343722839279294,0.7663155985153717,0.6006891271056656,0.9810229348487924,0.3650319829424307,0.702439024390244,0.4277108433734941,,,,,,,,0.0,0.0,0.0,0.5749160699673235,0.18344526508653297,0.3245094773167961,0.8992161254199329,0.44770118858722635,0.7891604256996453,0.5277280858676209,0.6144329896907219,0.188636651321465,0.33920704845814964
0.0,0.4927536231884058,0.6516704488064156,0.2901591895803184,0.34796029109297505,0.7154891643621821,0.48966309341500747,0.9613354982748124,0.37142857142857144,0.7609756097560976,,0.4669887278582928,,0.6251993620414672,0.588913853267835,,,,0.0,0.0,0.6935209758302847,0.0,0.3141399642540401,0.026622686212294994,0.921612541993281,0.4491028364329571,0.7884762797036028,0.5381302114970458,0.8185567010309281,0.0,
0.5,0.5217391304347826,0.7285162586924309,0.230256357246227,0.3351979033872173,0.6790918527825538,0.4908116385911172,0.9716866247209256,0.39104477611940297,0.6731707317073171,0.5120481927710844,0.4299516908212563,0.4888799029518801,,0.1160975878823553,0.44060984060984076,0.5026737967914433,0.19897959183673491,0.0,0.0,0.9369301432782616,0.0,0.0,0.06306985672173854,0.9675251959686451,0.4464049972630969,0.7934955816311748,0.5246548323471402,0.24742268041237114,0.6790612497826604,0.3348017621145374
0.125,0.5217391304347826,0.6568986734275938,0.4204052098408104,0.46290351337132485,0.6893077137246305,0.2913476263399689,0.8236249238887762,0.31343283582089554,0.7365853658536585,0.6024096385542169,0.3578904991948476,,0.4976076555023923,0.5457774946553142,0.4117117117117117,0.2566844919786102,0.4591836734693876,1.0,0.0,0.0,0.0,0.0,0.0,0.8656215005599104,0.44836067686924813,0.7876677914123716,0.5381470050521929,0.0,0.35354277339529155,0.5814977973568279
0.5,0.5217391304347826,0.6967347134584676,0.26700434153400865,0.3336400188220992,0.5791193139570714,0.5754211332312406,0.9862999797036737,0.3607675906183369,0.8146341463414635,0.5060240963855422,0.37359098228663506,0.4876668014557216,,0.4708430923172396,,,,0.0,0.0,0.005504939509676318,0.0,0.27147088270456954,0.7526511191243306,0.9664053751399777,0.4496681217484901,0.7881894000538069,0.5397639397639399,0.24742268041237114,0.6790612497826604,0.4713656387665196
0.5,0.5507246376811594,0.6886591104331294,0.1978499069671284,0.3325663247384246,0.6175322199292683,0.5229709035222052,0.9856910899127258,0.41066098081023455,0.8439024390243903,,0.4021739130434786,,,,,,,0.0,0.0,0.0,0.0,0.22052136541756534,0.803545206628907,0.9092945128779395,0.4507842880377302,0.7829602794669427,0.5329810138970446,0.24742268041237114,0.6790612497826604,0.5726872246696035
0.375,0.572463768115942,0.6637934194569601,0.25594376679760183,0.35726928627672666,0.5757403419202366,0.5570444104134763,0.9815303430079156,0.3808102345415778,0.6829268292682927,0.48795180722891573,0.42713365539452547,0.4569348968863726,,0.5996840993764063,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9171332586786114,0.44933487329924715,0.7892949059797352,0.5344628012206672,0.3587628865979377,0.0705469939115782,0.4405286343612335
0.0,0.5652173913043479,,0.2198676865825925,0.3326911597766392,0.5004761475075337,0.44831546707503817,0.9801096001623707,0.36268656716417913,0.7170731707317073,,0.39371980676328505,,,0.5427181940695406,0.5215523215523216,,,0.0,0.0,0.0,0.0,0.45041315427939776,0.5987426298216951,0.9092945128779395,0.434110887020054,0.7919876733436055,0.4825174825174826,0.8185567010309281,0.0,
